transaction_id,card_number,timestamp,merchant,category,location,device,amount
78,4815822639371410,2026-02-23 05:46:18,Walmart,retail,VT,swipe,27.63
79,4861416894460010,2026-02-23 08:05:18,Starbucks,food,WA,chip,109.36
80,4151299335728272,2026-03-06 04:21:18,Walmart,retail,FL,online,12.32
81,4196025721220026,2026-03-03 04:19:18,Exxon,gas,NY,swipe,31.58
82,4421775718319561,2026-02-26 12:54:18,Delta,travel,OR,mobile,244.81
83,4805897971059368,2026-03-10 01:28:18,Exxon,gas,SC,mobile,74.02
84,4927995224661695,2026-02-24 10:09:18,Exxon,gas,MA,mobile,78.00
85,4587517733391091,2026-03-11 02:40:18,Netflix,subscription,MI,swipe,19.93
86,4351030639200369,2026-03-02 01:39:18,CVS,pharmacy,ME,swipe,20.56
87,4100166006241449,2026-03-10 23:30:18,Netflix,subscription,LA,mobile,46.61
88,4100166006241449,2026-02-26 11:46:18,Apple,electronics,LA,mobile,83.51
89,4853014896883069,2026-03-12 14:56:18,Netflix,subscription,UT,swipe,32.50
90,4399568464638894,2026-03-10 17:54:18,Apple,electronics,PA,online,1.10
91,4399568464638894,2026-03-10 17:54:30,Apple,electronics,PA,online,1.60
92,4399568464638894,2026-03-10 17:54:42,Apple,electronics,PA,online,1.38
93,4399568464638894,2026-03-10 17:55:18,Apple,electronics,PA,online,1427.47
94,4463672391763667,2026-02-25 17:20:18,Apple,electronics,KS,mobile,21.88
95,4422299715645176,2026-03-18 02:15:18,McDonalds,food,CA,swipe,38.74
96,4194192914048283,2026-03-15 23:13:18,BestBuy,electronics,MD,mobile,178.02
97,4814257654344936,2026-02-21 12:34:18,Nike,clothing,RI,mobile,19.94
98,4581760420110673,2026-02-28 13:33:18,Uber,travel,KS,chip,60.49
99,4746601008110128,2026-03-02 01:49:18,Amazon,retail,OK,mobile,38.77
100,4088249426903202,2026-03-11 19:33:18,Starbucks,food,PA,swipe,97.50
101,4019189026884473,2026-03-15 10:41:18,Apple,electronics,IA,mobile,59.58
102,4245860836908481,2026-03-17 02:29:18,Target,retail,CO,swipe,38.83
103,4127288196760381,2026-02-27 22:17:18,Netflix,subscription,IN,swipe,32.50
104,4262425297095012,2026-03-16 19:35:18,Shell,gas,MN,swipe,44.22
105,4014665680001669,2026-03-04 10:50:18,Starbucks,food,MD,chip,97.50
106,4633945893542997,2026-03-22 13:42:18,McDonalds,food,NH,mobile,97.50
107,4441684916202745,2026-02-23 17:33:18,Exxon,gas,WV,mobile,11.95
108,4328737378418952,2026-03-11 21:18:18,Target,retail,UT,online,151.79
109,4474426886045443,2026-02-27 14:20:18,Apple,electronics,OH,online,125.09
110,4521817355109230,2026-03-06 13:19:18,Exxon,gas,WV,online,31.19
111,4516577509794967,2026-03-03 12:41:18,Shell,gas,IL,mobile,78.00
112,4160170685000325,2026-03-10 05:34:18,Kroger,grocery,RI,online,195.00
113,4965147628209274,2026-02-22 05:43:18,Apple,electronics,SD,chip,52.46
114,4950451611335064,2026-03-16 10:03:18,Target,retail,ND,chip,19.77
115,4126927142993012,2026-03-22 14:48:18,Netflix,subscription,KY,online,32.50
116,4520245972565056,2026-03-05 04:59:18,Exxon,gas,HI,chip,9.62
117,4388523286880248,2026-03-14 19:50:18,Uber,travel,NJ,chip,13.27
118,4232698643769601,2026-02-22 05:41:18,Shell,gas,CT,chip,76.50
119,4170767598873252,2026-03-04 00:56:18,Netflix,subscription,VA,online,10.63
120,4134296906903671,2026-03-05 00:54:18,Uber,travel,MT,swipe,74.39
121,4396290073650077,2026-02-26 21:56:18,Delta,travel,MA,swipe,110.34
122,4647033488643363,2026-03-02 16:51:18,Exxon,gas,VT,online,101.76
123,4629323347553830,2026-03-08 14:57:18,Shell,gas,NJ,swipe,78.00
124,4087437984928111,2026-03-06 10:53:18,Target,retail,ID,swipe,360.73
125,4892968247152923,2026-02-27 16:24:18,Uber,travel,WY,online,59.64
126,4410011999411984,2026-03-08 04:44:18,Netflix,subscription,VT,mobile,32.50
127,4935664270937618,2026-03-02 06:34:18,Amazon,retail,MI,swipe,101.69
128,4328737378418952,2026-02-27 08:44:18,Netflix,subscription,UT,swipe,32.50
129,4224896604255591,2026-03-12 10:34:18,Starbucks,food,MT,chip,30.40
130,4408387143261340,2026-03-11 14:12:18,CVS,pharmacy,OK,chip,13.89
131,4183352205270890,2026-03-07 21:13:18,Delta,travel,WA,swipe,25.01
132,4428806714669081,2026-03-01 02:55:18,McDonalds,food,OR,chip,97.50
133,4626929916377721,2026-03-10 05:02:18,Starbucks,food,TN,swipe,110.62
134,4326508791151512,2026-03-17 17:00:18,Amazon,retail,NE,swipe,485.00
135,4713374457175539,2026-02-22 19:13:18,CVS,pharmacy,RI,swipe,130.00
136,4114178441263881,2026-03-04 05:06:18,McDonalds,food,VA,mobile,16.10
137,4687402090185460,2026-03-10 02:37:18,Nike,clothing,NC,chip,140.58
138,4195397624812265,2026-03-02 16:36:18,Uber,travel,NH,chip,22.42
139,4259968397072414,2026-03-03 17:59:18,Apple,electronics,IN,mobile,97.72
140,4259968397072414,2026-03-03 17:59:22,Apple,electronics,IN,mobile,97.72
141,4259968397072414,2026-03-03 17:59:26,Apple,electronics,IN,mobile,97.72
142,4824248408271629,2026-03-15 12:43:18,Nike,clothing,VT,chip,11.18
143,4707662422378744,2026-03-14 02:56:18,Netflix,subscription,NH,mobile,32.50
144,4308600796908575,2026-03-05 15:58:18,Uber,travel,HI,online,32.96
145,4613908957969779,2026-03-10 01:20:18,Delta,travel,NJ,chip,22.04
146,4924465476294049,2026-02-22 15:39:18,Exxon,gas,IL,online,109.83
147,4847375710284777,2026-03-17 13:55:18,Starbucks,food,TX,swipe,15.09
148,4519953617495593,2026-03-10 16:53:18,Kroger,grocery,UT,chip,30.52
149,4770322779169274,2026-03-08 22:38:18,Amazon,retail,TX,mobile,38.13
150,4489884232738287,2026-03-02 15:59:18,McDonalds,food,KY,swipe,28.79
151,4625646592509564,2026-02-28 14:00:18,McDonalds,food,AR,online,10.61
152,4818787318694360,2026-03-20 15:19:18,Exxon,gas,ME,swipe,12.12
153,4235182155288541,2026-02-28 23:32:18,Walmart,retail,MI,mobile,18.32
154,4273807853803515,2026-03-11 17:18:18,Apple,electronics,VT,chip,62.70
155,4489294779143589,2026-02-25 12:09:18,Exxon,gas,OR,swipe,27.94
156,4626901131115550,2026-03-15 08:20:18,Target,retail,CA,online,44.53
157,4878902424741824,2026-03-14 16:13:18,Starbucks,food,IN,swipe,16.73
158,4099332097530681,2026-03-20 16:15:18,CVS,pharmacy,RI,online,170.67
159,4776858640647736,2026-03-20 19:41:18,Uber,travel,CA,chip,279.14
160,4002508686738434,2026-02-26 07:53:18,Netflix,subscription,MI,mobile,32.50
161,4336678307140489,2026-02-25 09:49:18,CVS,pharmacy,AL,swipe,29.07
162,4776544943260118,2026-03-01 15:17:18,Uber,travel,WI,mobile,55.14
163,4944933299968811,2026-03-15 05:29:18,Starbucks,food,KS,chip,13.44
164,4125579291107850,2026-02-21 11:59:18,Walmart,retail,CT,swipe,123.74
165,4589190825707630,2026-03-11 16:57:18,CVS,pharmacy,MS,mobile,132.19
166,4165617381689241,2026-03-11 23:46:18,CVS,pharmacy,MN,mobile,19.88
167,4224553239515199,2026-02-25 09:37:18,Uber,travel,CA,online,36.72
168,4260815664679167,2026-03-07 01:37:18,Target,retail,MN,chip,373.73
169,4823852976408067,2026-03-06 11:04:18,Kroger,grocery,LA,chip,224.77
170,4788830337529702,2026-03-02 08:54:18,Starbucks,food,MD,mobile,19.55
171,4261790021710119,2026-02-26 00:21:18,Apple,electronics,AL,swipe,293.92
172,4448565059431487,2026-03-16 23:11:18,Shell,gas,ID,online,78.00
173,4100183022229936,2026-03-09 16:27:18,Exxon,gas,DE,chip,102.12
174,4996316641076202,2026-02-22 06:39:18,Apple,electronics,ME,swipe,33.11
175,4718782933362309,2026-03-16 09:34:18,Netflix,subscription,CT,chip,32.50
176,4981519208644869,2026-02-22 18:35:18,Shell,gas,NM,swipe,27.05
177,4991634746462805,2026-02-21 01:23:18,Delta,travel,KS,chip,248.33
178,4616732032843932,2026-03-14 19:33:18,Kroger,grocery,WV,chip,82.48
179,4131941077323223,2026-03-12 00:12:18,Walmart,retail,KY,online,241.44
180,4323781563884325,2026-03-14 05:53:18,Walmart,retail,TX,online,339.10
181,4139963020815377,2026-03-06 18:36:18,Walmart,retail,MS,chip,47.26
182,4779860702861086,2026-03-01 00:35:18,Kroger,grocery,AL,swipe,31.01
183,4574676977073677,2026-03-11 02:00:18,Kroger,grocery,NJ,swipe,89.31
184,4165284534034331,2026-02-28 17:34:18,Starbucks,food,CA,swipe,104.96
185,4999752876490870,2026-03-15 04:03:18,Netflix,subscription,TX,online,32.50
186,4973419178186206,2026-03-03 06:46:18,Shell,gas,CT,mobile,78.00
187,4788830337529702,2026-03-17 03:45:18,Starbucks,food,MD,mobile,11.03
188,4504248801138783,2026-03-14 00:46:18,Nike,clothing,ME,swipe,31.37
189,4413747570548501,2026-02-21 07:48:18,Apple,electronics,TX,mobile,137.73
190,4540105088945918,2026-02-26 21:29:18,Delta,travel,KS,online,272.73
191,4420035143000889,2026-03-07 01:04:18,Starbucks,food,MA,swipe,97.50
192,4957964049241542,2026-03-20 13:31:18,Shell,gas,AR,chip,88.93
193,4419260709492904,2026-03-07 14:50:18,Uber,travel,DE,mobile,121.82
194,4647370125332841,2026-03-16 23:53:18,Target,retail,OR,online,123.52
195,4885301721382282,2026-02-24 05:40:18,CVS,pharmacy,HI,mobile,114.17
196,4368846099817268,2026-03-21 20:36:18,Walmart,retail,NJ,online,54.34
197,4734921974570492,2026-03-15 05:21:18,Kroger,grocery,AZ,online,139.04
198,4995131697732636,2026-03-19 21:53:18,Kroger,grocery,TX,online,53.05
199,4560336496241299,2026-02-27 00:22:18,Apple,electronics,WV,swipe,118.33
200,4035510796352102,2026-03-12 19:47:18,Shell,gas,IN,swipe,105.23
201,4821167581355963,2026-03-13 06:30:18,CVS,pharmacy,OK,mobile,46.79
202,4753503945116835,2026-03-19 15:57:18,Delta,travel,FL,online,29.06
203,4413747570548501,2026-03-02 16:36:18,Uber,travel,TX,online,107.57
204,4305019083173246,2026-03-07 19:00:18,Amazon,retail,MS,online,24.26
205,4495635250085383,2026-02-22 15:00:18,Walmart,retail,WY,chip,15.39
206,4752794290679547,2026-03-02 20:26:18,Netflix,subscription,NM,swipe,32.50
207,4003284019973114,2026-03-16 13:46:18,BestBuy,electronics,MO,mobile,63.16
208,4003284019973114,2026-03-16 13:46:22,BestBuy,electronics,MO,mobile,63.16
209,4003284019973114,2026-03-16 13:46:26,BestBuy,electronics,MO,mobile,63.16
210,4225047887565200,2026-03-10 01:33:18,Netflix,subscription,GA,online,104.71
211,4292069660196676,2026-03-20 07:44:18,Kroger,grocery,CT,chip,20.29
212,4541787321146653,2026-02-21 00:25:18,Netflix,subscription,SD,mobile,32.50
213,4097414839791215,2026-03-18 03:28:18,Starbucks,food,ID,online,9.37
214,4872450182259145,2026-03-07 15:39:18,Amazon,retail,UT,online,199.98
215,4872450182259145,2026-03-07 15:39:28,Amazon,retail,UT,online,283.29
216,4872450182259145,2026-03-07 15:39:38,Amazon,retail,UT,online,203.95
217,4067074650280103,2026-03-19 03:45:18,Starbucks,food,IA,mobile,14.75
218,4515828761400389,2026-03-19 17:14:18,Delta,travel,ME,swipe,280.40
219,4589190825707630,2026-03-09 21:37:18,Delta,travel,MS,chip,86.13
220,4487172894141375,2026-03-01 00:14:18,BestBuy,electronics,NM,online,59.30
221,4818787318694360,2026-03-12 00:00:18,Amazon,retail,ME,online,30.54
222,4961542061217589,2026-03-04 13:44:18,CVS,pharmacy,MD,mobile,32.37
223,4078807628829367,2026-03-08 02:09:18,Uber,travel,NV,online,324.31
224,4316918085467052,2026-02-25 16:32:18,CVS,pharmacy,ND,mobile,130.00
225,4402131804145769,2026-02-27 04:42:18,Amazon,retail,ND,online,56.24
226,4219544038191722,2026-03-18 10:36:18,Shell,gas,LA,chip,34.31
227,4088043619639189,2026-03-01 09:19:18,Uber,travel,SD,online,30.97
228,4666737102389098,2026-03-08 23:23:18,Exxon,gas,IN,mobile,78.00
229,4292069660196676,2026-03-17 07:19:18,Apple,electronics,CT,swipe,27.72
230,4551785954628811,2026-02-26 13:35:18,Starbucks,food,NV,chip,115.78
231,4995813377752975,2026-03-06 02:20:18,Apple,electronics,CA,online,77.84
232,4115093857496099,2026-03-04 03:22:18,McDonalds,food,MT,chip,25.09
233,4114525475035730,2026-03-04 08:00:18,McDonalds,food,VT,swipe,97.50
234,4609407604775383,2026-02-20 17:05:18,Shell,gas,VT,online,11.59
235,4440093468642434,2026-03-12 00:46:18,Target,retail,KY,online,395.59
236,4414712684848077,2026-03-11 16:16:18,Walmart,retail,ID,chip,360.95
237,4046649732226409,2026-03-07 11:21:18,Delta,travel,VT,chip,36.02
238,4488841599372010,2026-03-01 14:47:18,Nike,clothing,WA,online,195.00
239,4298037494273595,2026-02-27 21:38:18,Exxon,gas,SC,swipe,22.51
240,4316783811200121,2026-03-13 12:20:18,Kroger,grocery,OK,swipe,139.51
241,4446680515091725,2026-03-01 18:16:18,Exxon,gas,GA,swipe,78.00
242,4430712040125950,2026-03-04 02:20:18,Kroger,grocery,NH,chip,67.91
243,4440093468642434,2026-02-24 23:55:18,CVS,pharmacy,KY,online,163.41
244,4183352205270890,2026-03-09 00:20:18,Kroger,grocery,WA,chip,37.85
245,4359887858451506,2026-02-27 08:59:18,Kroger,grocery,IL,online,34.18
246,4174364192330858,2026-02-21 10:57:18,Shell,gas,ME,swipe,29.95
247,4788830337529702,2026-02-27 07:16:18,Uber,travel,MD,chip,37.10
248,4812507753965471,2026-03-18 10:14:18,Delta,travel,MN,online,18.20
249,4417031232995591,2026-02-23 08:12:18,CVS,pharmacy,TX,online,133.34
250,4968300559050012,2026-03-20 22:30:18,Uber,travel,WA,mobile,197.40
251,4594528277895676,2026-03-04 19:52:18,BestBuy,electronics,HI,mobile,18.89
252,4892968247152923,2026-02-25 05:15:18,Starbucks,food,WY,swipe,48.41
253,4559102990719908,2026-03-21 07:29:18,Kroger,grocery,KY,chip,71.20
254,4160170685000325,2026-02-24 13:03:18,Nike,clothing,RI,online,195.00
255,4485959073851288,2026-03-10 21:38:18,Target,retail,RI,mobile,19.42
256,4355694284868220,2026-02-22 08:11:18,McDonalds,food,DE,chip,24.87
257,4569712253734194,2026-03-02 05:07:18,Target,retail,MS,mobile,61.85
258,4670298537603812,2026-03-20 15:21:18,BestBuy,electronics,MS,mobile,76.00
259,4812984192234145,2026-03-12 11:11:18,Apple,electronics,OR,online,413.91
260,4924465476294049,2026-02-27 10:41:18,Netflix,subscription,IL,online,32.50
261,4592659596539186,2026-02-27 05:02:18,Delta,travel,MD,swipe,21.43
262,4336678307140489,2026-02-27 06:38:18,Exxon,gas,AL,chip,31.11
263,4218370252381057,2026-03-05 02:03:18,CVS,pharmacy,MO,mobile,23.63
264,4370301706281119,2026-02-27 04:56:18,Kroger,grocery,WY,swipe,18.49
265,4261360589397118,2026-03-14 07:26:18,Amazon,retail,WV,mobile,393.33
266,4456920969065049,2026-02-21 08:26:18,Nike,clothing,TX,chip,24.10
267,4225292260667413,2026-03-16 06:42:18,CVS,pharmacy,MO,online,194.49
268,4480914953436558,2026-03-01 15:10:18,McDonalds,food,VT,chip,86.78
269,4611153173068307,2026-02-27 22:07:18,CVS,pharmacy,ME,swipe,130.00
270,4458846862094250,2026-03-12 20:59:18,Nike,clothing,HI,mobile,22.95
271,4458846862094250,2026-03-12 21:03:18,CryptoExchange,high_risk,OR,online,400.73
272,4258221932590590,2026-03-11 22:23:18,Apple,electronics,NE,online,32.79
273,4668845763287430,2026-03-07 11:14:18,Apple,electronics,UT,online,16.50
274,4088530463898195,2026-03-17 00:56:18,Exxon,gas,MN,mobile,78.00
275,4769019476405731,2026-03-03 03:44:18,Amazon,retail,IN,online,325.00
276,4937314841934928,2026-03-11 22:19:18,BestBuy,electronics,CA,online,268.35
277,4134296906903671,2026-02-21 12:23:18,McDonalds,food,MT,mobile,38.55
278,4101249236796812,2026-02-22 09:01:18,Uber,travel,RI,swipe,82.66
279,4193253307207311,2026-03-01 11:05:18,Nike,clothing,VT,chip,270.36
280,4938724108779570,2026-02-22 21:05:18,CVS,pharmacy,MD,mobile,49.57
281,4279567147610175,2026-03-15 21:15:18,Nike,clothing,ME,mobile,121.42
282,4021141760055964,2026-02-25 07:06:18,Target,retail,SC,chip,454.96
283,4944933299968811,2026-03-18 06:40:18,Amazon,retail,KS,swipe,16.30
284,4420891116511676,2026-03-19 22:52:18,Starbucks,food,IA,swipe,45.98
285,4420891116511676,2026-03-19 22:52:22,Starbucks,food,IA,swipe,45.98
286,4420891116511676,2026-03-19 22:52:26,Starbucks,food,IA,swipe,45.98
287,4420891116511676,2026-03-19 22:52:30,Starbucks,food,IA,swipe,45.98
288,4215305107165382,2026-02-26 00:21:18,Uber,travel,NH,mobile,23.08
289,4308884259791064,2026-03-07 08:59:18,McDonalds,food,OK,mobile,97.50
290,4767639744902786,2026-03-13 06:32:18,Walmart,retail,PA,swipe,153.68
291,4669097097446318,2026-03-12 16:28:18,Kroger,grocery,SC,online,103.98
292,4914114592743202,2026-03-10 14:18:18,Netflix,subscription,NY,chip,32.50
293,4938749649003351,2026-03-18 10:14:18,BestBuy,electronics,NH,mobile,470.98
294,4093997710212496,2026-03-05 09:16:18,CVS,pharmacy,NV,swipe,89.63
295,4150800837037531,2026-02-27 05:43:18,Walmart,retail,NV,swipe,14.08
296,4046649732226409,2026-03-20 02:06:18,Starbucks,food,VT,swipe,23.20
297,4750876296092503,2026-02-22 17:39:18,Nike,clothing,NJ,swipe,195.00
298,4109185442187675,2026-02-22 00:55:18,Nike,clothing,OR,chip,134.59
299,4069947835852431,2026-02-24 20:30:18,Delta,travel,VA,online,32.55
300,4193253307207311,2026-03-17 13:33:18,Target,retail,VT,mobile,152.44
301,4718782933362309,2026-03-17 08:37:18,Target,retail,CT,swipe,63.50
302,4241315110245030,2026-03-12 01:23:18,CVS,pharmacy,VT,swipe,130.00
303,4467644901714748,2026-02-25 07:11:18,Shell,gas,AZ,chip,78.00
304,4192619352787522,2026-02-23 01:12:18,Walmart,retail,CA,swipe,34.71
305,4423886302565846,2026-03-16 19:04:18,BestBuy,electronics,KY,swipe,218.85
306,4834204617082285,2026-02-23 09:40:18,BestBuy,electronics,NV,online,23.02
307,4340789997400736,2026-03-11 03:12:18,Shell,gas,OK,mobile,78.00
308,4560233611290175,2026-03-06 21:02:18,Starbucks,food,WV,mobile,44.04
309,4343380168070562,2026-02-28 21:49:18,BestBuy,electronics,AZ,swipe,73.86
310,4053745002810452,2026-02-28 02:38:00,IntlWireTransfer,high_risk,CA,online,586.09
311,4053745002810452,2026-02-28 02:40:00,IntlWireTransfer,high_risk,CA,online,490.35
312,4263272616734766,2026-02-27 10:06:18,Starbucks,food,WI,chip,47.87
313,4743871635123035,2026-03-10 23:23:18,Target,retail,NJ,swipe,326.66
314,4038372770918033,2026-03-20 23:24:18,Nike,clothing,WA,online,23.24
315,4977724225217069,2026-03-10 22:31:18,Target,retail,ME,online,10.82
316,4078807628829367,2026-03-14 17:01:18,Netflix,subscription,NV,mobile,32.50
317,4451187786005332,2026-03-12 06:09:18,Apple,electronics,VT,swipe,158.71
318,4309424191214409,2026-02-27 08:07:18,Delta,travel,AL,mobile,296.63
319,4932430176058953,2026-02-27 18:06:18,Exxon,gas,AZ,online,78.00
320,4306207725151920,2026-03-01 03:20:18,BestBuy,electronics,WY,online,115.52
321,4519741282946276,2026-03-16 14:51:18,McDonalds,food,FL,online,65.24
322,4959612605060521,2026-02-27 14:08:18,Target,retail,DE,chip,29.60
323,4012730215246970,2026-03-04 11:21:18,Netflix,subscription,IN,online,24.75
324,4516577509794967,2026-02-22 03:57:00,IntlWireTransfer,high_risk,IL,online,318.36
325,4256146547073124,2026-03-07 09:00:18,Netflix,subscription,NE,online,18.71
326,4347088393987615,2026-02-25 23:19:18,Amazon,retail,TN,mobile,129.31
327,4592012153607508,2026-03-06 18:58:18,Amazon,retail,MI,mobile,271.41
328,4793845523270436,2026-02-28 14:07:18,Netflix,subscription,ME,mobile,17.25
329,4938724108779570,2026-03-14 05:29:18,Apple,electronics,MD,chip,101.40
330,4625863460313654,2026-03-14 05:19:18,Starbucks,food,HI,swipe,72.75
331,4632310565044009,2026-03-03 16:01:18,CVS,pharmacy,MT,swipe,130.00
332,4331241936206759,2026-03-03 17:01:18,Netflix,subscription,NH,chip,32.50
333,4368846099817268,2026-02-26 05:44:18,BestBuy,electronics,NJ,swipe,48.24
334,4968300559050012,2026-02-22 10:20:18,Netflix,subscription,WA,chip,32.50
335,4177886121776422,2026-02-26 15:29:18,Apple,electronics,MS,online,51.03
336,4047161243162201,2026-02-21 04:39:18,Nike,clothing,HI,online,195.00
337,4949344026226574,2026-03-19 05:49:18,CVS,pharmacy,MI,chip,53.07
338,4488642425896427,2026-03-16 12:36:18,McDonalds,food,WV,swipe,11.60
339,4430972316543074,2026-03-16 06:21:18,McDonalds,food,IL,online,65.24
340,4632310565044009,2026-03-15 06:15:18,Shell,gas,MT,swipe,391.22
341,4476714417515183,2026-03-19 06:58:18,Shell,gas,SC,mobile,78.00
342,4937314841934928,2026-03-22 01:23:18,Netflix,subscription,CA,mobile,32.50
343,4789195094584669,2026-03-07 22:59:18,Nike,clothing,NV,swipe,122.50
344,4173853092777643,2026-02-25 21:17:18,Netflix,subscription,ND,swipe,32.50
