transaction_id,card_number,timestamp,merchant,location,amount,is_potential_fraud
49,4789627414749970,2026-02-05 21:25:24,BestBuy,NC,294.58,0
50,4248261703993188,2026-02-17 01:56:24,Lowes,WY,246.11,0
51,4685570300835485,2026-02-12 07:46:24,Walgreens,WA,177.84,0
52,4249970750745149,2026-02-14 06:13:24,Kroger,WV,27.09,0
53,4820226941458803,2026-02-18 09:07:24,Lyft,HI,377.84,0
54,4231899489769765,2026-02-02 18:08:24,AppleStore,WA,146.48,0
55,4445207364395831,2026-02-14 03:57:24,Nike,WA,704.67,0
56,4886958168974983,2026-02-14 19:51:24,CVS,AR,55.43,0
57,4660393739032401,2026-02-28 01:03:24,Costco,WV,771.00,0
58,4525544960015133,2026-02-22 15:50:24,Amazon,NE,247.91,0
59,4774340806355757,2026-02-07 13:28:24,Walmart,NJ,67.61,0
60,4634767818563154,2026-02-14 23:51:24,AppleStore,ME,878.81,0
61,4939005737196452,2026-02-16 00:18:24,Amazon,WV,337.42,0
62,4939005737196452,2026-02-16 00:18:54,Amazon,MO,337.42,1
63,4314509127481788,2026-02-15 10:43:24,Kroger,NH,68.45,0
64,4152636791588719,2026-02-26 16:24:24,Costco,IN,680.82,0
65,4088369121357256,2026-02-07 13:51:24,Macy's,OK,883.56,0
66,4094480514997350,2026-02-09 14:38:24,HomeDepot,WV,225.91,1
67,4094480514997350,2026-02-09 14:38:44,HomeDepot,WV,163.92,1
68,4094480514997350,2026-02-09 14:39:04,HomeDepot,WV,331.00,1
69,4094480514997350,2026-02-09 14:39:24,HomeDepot,WV,92.67,1
70,4094480514997350,2026-02-09 14:39:44,HomeDepot,WV,275.11,1
71,4826020968290429,2026-02-14 21:27:24,McDonalds,OR,4.21,0
72,4826020968290429,2026-02-14 21:27:54,McDonalds,OR,2.94,0
73,4826020968290429,2026-02-14 21:28:24,McDonalds,OR,1796.92,1
74,4376857858071793,2026-02-26 03:39:24,Starbucks,GA,902.59,0
75,4562173800494206,2026-01-30 19:54:24,Nike,CO,521.95,0
76,4182489880819909,2026-02-22 14:29:24,AppleStore,NC,793.22,0
77,4822498771893945,2026-02-12 17:54:24,Lyft,VA,643.07,0
78,4978438825564626,2026-02-25 10:13:24,Costco,AZ,310.98,0
79,4397379063490061,2026-02-20 19:40:24,Costco,LA,668.32,0
80,4756271322398925,2026-02-03 02:35:24,Lyft,AK,33.79,0
81,4888881809074849,2026-02-21 23:34:24,Lyft,WY,562.37,0
82,4972389463834915,2026-02-22 13:54:24,Nike,UT,331.48,0
83,4977451339431456,2026-02-26 14:50:24,Uber,MN,811.82,0
84,4745309989297874,2026-02-18 03:18:24,Lyft,ID,888.11,0
85,4818950798368357,2026-02-04 04:27:24,Amazon,PA,795.02,0
86,4157565816729241,2026-02-13 17:44:24,Nike,LA,211.53,0
87,4955574963834828,2026-02-14 00:09:24,Target,ID,432.78,0
88,4804112544027534,2026-02-23 05:04:24,Macy's,ND,423.27,0
89,4830775203832995,2026-02-14 11:04:24,Target,AK,387.67,0
90,4805184076126166,2026-02-05 15:30:24,eBay,AR,2.28,0
91,4805184076126166,2026-02-05 15:30:54,eBay,AR,2.41,0
92,4805184076126166,2026-02-05 15:31:24,eBay,AR,3135.47,1
93,4891141974847294,2026-02-26 17:41:24,Shell,NY,197.07,0
94,4935356560424983,2026-01-31 13:14:24,Uber,FL,1.24,0
95,4935356560424983,2026-01-31 13:14:54,Uber,FL,3.17,0
96,4935356560424983,2026-01-31 13:15:24,Uber,FL,4.04,0
97,4935356560424983,2026-01-31 13:15:54,Uber,FL,3246.14,1
98,4440701466480674,2026-02-25 19:12:24,Starbucks,WY,664.57,0
99,4955574963834828,2026-02-04 23:42:24,Uber,ID,340.13,0
100,4584566678072877,2026-02-26 03:06:24,Lyft,AK,24.40,0
101,4921800650300445,2026-02-17 03:35:24,Walgreens,MI,544.05,0
102,4275066243264686,2026-02-27 09:50:24,Shell,GA,436.95,0
103,4840612704005585,2026-02-03 14:32:24,Kroger,PA,629.99,0
104,4249112847955053,2026-01-31 04:07:24,Starbucks,MN,724.52,0
105,4520146069164797,2026-02-03 11:33:24,Amazon,OK,527.63,0
106,4201716810517914,2026-02-06 16:56:24,Starbucks,GA,975.66,0
107,4978438825564626,2026-02-15 21:29:24,eBay,AZ,278.40,0
108,4830775203832995,2026-02-21 21:14:24,Uber,AK,91.61,0
109,4309486217446295,2026-02-08 04:44:24,Exxon,FL,101.81,0
110,4804112544027534,2026-02-06 05:21:24,Macy's,ND,769.45,0
111,4749055879948260,2026-01-30 15:50:24,Shell,OK,231.40,0
112,4846787742380046,2026-02-24 03:49:24,AppleStore,SD,66.51,0
113,4698655782502198,2026-02-08 04:07:24,AppleStore,WA,159.20,0
114,4578815559503490,2026-02-15 07:10:24,Walgreens,RI,615.91,0
115,4122054561126176,2026-02-06 02:31:24,Amazon,GA,988.49,0
116,4978438825564626,2026-02-01 15:53:24,McDonalds,AZ,396.93,0
117,4035982644997824,2026-02-10 08:11:24,CVS,HI,953.66,0
118,4363747969680312,2026-02-15 05:43:24,BestBuy,MA,734.35,0
119,4664811902186312,2026-02-26 00:56:24,McDonalds,NH,468.21,0
120,4813873612477251,2026-02-09 20:48:24,Lyft,DE,894.55,0
121,4326107420136705,2026-02-26 00:34:24,Shell,VT,906.69,0
122,4231899489769765,2026-02-17 20:20:24,Uber,WA,341.47,0
123,4326107420136705,2026-02-09 21:57:24,Target,VT,33.06,0
124,4357588331247248,2026-02-12 00:10:24,Exxon,IN,299.09,0
125,4534733836527567,2026-02-21 10:34:24,Kroger,DE,829.85,0
126,4244458702403666,2026-02-20 02:37:24,Walgreens,NC,343.70,0
127,4921800650300445,2026-02-20 18:49:24,Macy's,MI,325.78,0
128,4924297184197801,2026-02-09 07:26:24,McDonalds,MN,460.60,0
129,4924297184197801,2026-02-09 07:26:54,McDonalds,WY,460.60,1
130,4602489610420136,2026-02-07 10:27:24,HomeDepot,UT,158.82,0
131,4789627414749970,2026-02-16 05:27:24,eBay,NC,670.12,0
132,4858802356473473,2026-02-22 18:45:24,Kroger,ND,693.10,0
133,4344772639886405,2026-02-11 21:50:24,McDonalds,WV,302.95,0
134,4769553195194860,2026-02-02 17:35:24,Walmart,GA,21.20,0
135,4308227327165978,2026-02-12 11:54:24,Costco,SC,644.04,0
136,4896720957948833,2026-02-14 08:58:24,Shell,MI,825.39,0
137,4756271322398925,2026-03-01 00:19:24,Nike,AK,460.27,0
138,4120378431248446,2026-02-17 02:48:24,BestBuy,AL,296.42,0
139,4304504487460403,2026-02-07 17:29:24,Amazon,NY,240.79,0
140,4304504487460403,2026-02-07 17:29:54,Amazon,MD,240.79,1
141,4083034076578073,2026-03-01 08:54:24,Walgreens,FL,248.77,0
142,4083034076578073,2026-03-01 08:54:54,Walgreens,OH,248.77,1
143,4297281117685170,2026-02-26 20:13:24,Target,HI,329.84,0
144,4829208210835654,2026-02-08 15:56:24,McDonalds,NJ,486.40,0
145,4294176108771307,2026-02-26 18:07:24,Shell,AK,652.22,0
146,4628346611692946,2026-02-15 23:00:24,Kroger,WY,392.17,0
147,4534733836527567,2026-02-07 21:53:24,Costco,DE,80.21,0
148,4042041081340720,2026-03-01 00:46:24,Walgreens,NV,726.20,0
149,4869007759235132,2026-02-17 20:27:24,Uber,ID,728.71,0
150,4266374299002522,2026-03-01 01:57:24,CVS,PA,973.24,0
151,4765222549152704,2026-02-18 09:32:24,Target,GA,612.51,0
152,4114096896885910,2026-02-03 21:48:24,Costco,AK,141.08,0
153,4602489610420136,2026-02-09 23:29:24,Kroger,UT,44.93,0
154,4957252417231438,2026-02-15 12:37:24,HomeDepot,GA,766.47,0
155,4183166214034225,2026-02-09 18:13:24,Starbucks,IA,99.29,0
156,4886958168974983,2026-02-20 09:18:24,Macy's,AR,447.19,0
157,4279596693946075,2026-02-14 07:55:24,AppleStore,MS,997.02,0
158,4947666549401246,2026-02-10 23:40:24,Starbucks,MT,1768.15,1
159,4208631535287867,2026-02-18 07:56:24,Shell,NV,315.00,0
160,4462164195945060,2026-01-31 19:24:24,Amazon,PA,673.69,0
161,4614549710738706,2026-02-28 13:39:24,AppleStore,AZ,759.92,0
162,4458189493827089,2026-02-16 02:08:24,CVS,CO,630.64,0
163,4663105079780494,2026-02-19 09:29:24,Lyft,TX,925.85,0
164,4167649878421419,2026-02-20 00:18:24,McDonalds,NV,288.09,0
165,4921800650300445,2026-02-28 14:03:24,Costco,MI,182.63,0
166,4765222549152704,2026-02-11 07:55:24,McDonalds,GA,325.91,0
167,4185692222197438,2026-02-23 15:22:24,Lowes,IL,397.11,0
168,4814674334094009,2026-03-01 13:33:24,BestBuy,KS,73.92,0
169,4083632780021031,2026-02-01 18:42:24,Walgreens,IA,449.97,0
170,4985305572561972,2026-02-09 23:49:24,Macy's,SD,224.53,0
171,4953255480544417,2026-02-02 00:49:24,eBay,VT,311.96,0
172,4401924630708938,2026-02-03 13:59:24,Walgreens,OK,576.25,0
173,4701022350750477,2026-02-04 21:43:24,Macy's,ND,550.37,0
174,4204832738166123,2026-02-25 07:17:24,Target,NC,942.51,0
175,4757725834228060,2026-02-25 17:55:24,eBay,NY,792.93,0
176,4824494679370748,2026-02-25 09:43:24,Amazon,SC,872.79,0
177,4883663553146607,2026-02-13 00:07:24,McDonalds,RI,720.28,0
178,4957252417231438,2026-02-23 07:23:24,HomeDepot,GA,652.75,0
179,4769553195194860,2026-02-23 17:39:24,Macy's,GA,676.51,0
180,4179874175027620,2026-02-07 22:56:24,Amazon,VT,791.47,0
181,4578815559503490,2026-02-01 14:33:24,McDonalds,RI,583.55,0
182,4230549394464647,2026-02-12 18:45:24,Exxon,TN,144.95,0
183,4248261703993188,2026-02-05 03:47:24,McDonalds,WY,44.35,0
184,4493453140803216,2026-02-25 13:29:24,Amazon,UT,331.51,0
185,4602733154914823,2026-02-25 12:28:24,Macy's,DE,451.12,0
186,4047673967850430,2026-02-10 12:02:24,Shell,AZ,176.53,0
187,4585525629850097,2026-02-27 11:44:24,Target,CT,356.68,0
188,4613984849042297,2026-02-10 21:42:24,eBay,AK,752.75,0
189,4567909932155480,2026-01-31 04:40:24,Exxon,RI,364.24,0
190,4007182248979660,2026-02-15 09:16:24,Uber,IL,893.18,0
191,4462164195945060,2026-02-16 13:54:24,McDonalds,PA,477.48,0
192,4361206743042855,2026-02-19 00:07:24,Amazon,HI,584.85,0
193,4578815559503490,2026-02-09 04:23:24,Uber,RI,768.20,0
194,4924487319881143,2026-02-06 21:00:24,BestBuy,MO,345.90,0
195,4294176108771307,2026-02-14 11:04:24,HomeDepot,AK,303.51,0
196,4094480514997350,2026-02-02 09:44:24,Exxon,WV,129.86,0
197,4846787742380046,2026-02-12 14:32:24,Nike,SD,895.89,0
198,4033110729381089,2026-02-17 02:40:24,Amazon,AZ,923.52,0
199,4537030818324742,2026-02-27 21:28:24,Walmart,MT,1004.08,0
200,4028055637186577,2026-02-09 16:28:24,Kroger,LA,51.24,0
201,4317986489092837,2026-02-27 07:56:24,McDonalds,OR,867.38,0
202,4551764155518539,2026-02-13 00:19:24,Shell,MA,587.59,0
203,4757144470793297,2026-02-10 12:41:24,Costco,KS,304.51,0
204,4088343750478143,2026-02-22 02:35:24,Walmart,DE,473.23,0
205,4088369121357256,2026-02-27 16:47:24,Amazon,OK,286.48,1
206,4088369121357256,2026-02-27 16:47:44,Amazon,OK,170.69,1
207,4088369121357256,2026-02-27 16:48:04,Amazon,OK,259.63,1
208,4088369121357256,2026-02-27 16:48:24,Amazon,OK,137.02,1
209,4088369121357256,2026-02-27 16:48:44,Amazon,OK,201.59,1
210,4829208210835654,2026-02-13 03:39:24,Exxon,NJ,751.30,0
211,4572282281380621,2026-02-21 19:57:24,Shell,TX,104.78,1
212,4572282281380621,2026-02-21 19:57:44,Shell,TX,324.26,1
213,4572282281380621,2026-02-21 19:58:04,Shell,TX,74.48,1
214,4572282281380621,2026-02-21 19:58:24,Shell,TX,259.36,1
215,4572282281380621,2026-02-21 19:58:44,Shell,TX,56.39,1
216,4343129361647998,2026-02-04 06:38:24,BestBuy,IA,501.51,0
217,4824494679370748,2026-02-14 12:05:24,CVS,SC,808.75,0
218,4889842915301915,2026-02-14 01:11:24,Uber,KY,813.74,0
219,4094480514997350,2026-02-16 20:33:24,Walmart,WV,866.14,0
220,4534733836527567,2026-02-28 15:22:24,Macy's,DE,726.41,0
221,4467697411230127,2026-02-28 15:54:24,AppleStore,SD,116.56,0
222,4804112544027534,2026-02-22 18:16:24,Nike,ND,667.56,0
223,4249970750745149,2026-02-14 00:38:24,CVS,WV,459.90,0
224,4308227327165978,2026-02-16 10:03:24,Exxon,SC,736.57,0
225,4965191713215455,2026-02-14 22:57:24,Kroger,ID,355.28,0
226,4921800650300445,2026-01-30 20:25:24,BestBuy,MI,518.68,0
227,4826020968290429,2026-02-17 04:52:24,Starbucks,OR,17.69,0
228,4872846343044609,2026-02-24 16:40:24,Lyft,SD,672.76,0
229,4136394431478212,2026-02-19 19:00:24,Exxon,IA,323.07,0
230,4939005737196452,2026-02-01 21:41:24,Walmart,WV,619.16,0
231,4749055879948260,2026-02-21 11:59:24,eBay,OK,13.97,0
232,4930760689215599,2026-02-15 03:54:24,Exxon,OH,654.91,0
233,4392690575096353,2026-02-12 15:05:24,Nike,IN,2030.80,1
234,4517020732739818,2026-02-21 14:18:24,Lyft,NY,601.64,0
235,4233260328370616,2026-02-22 10:05:24,Uber,KS,975.94,0
236,4806678656101592,2026-02-21 17:24:24,Target,PA,255.83,0
237,4394906472816960,2026-02-16 07:04:24,CVS,KS,896.80,0
238,4951578782091982,2026-02-03 20:28:24,CVS,UT,974.62,0
239,4345531112875600,2026-02-16 11:12:24,eBay,AR,228.12,0
240,4796663554984726,2026-02-19 12:39:24,AppleStore,NJ,128.90,1
241,4796663554984726,2026-02-19 12:39:44,AppleStore,NJ,102.96,1
242,4796663554984726,2026-02-19 12:40:04,AppleStore,NJ,280.17,1
243,4796663554984726,2026-02-19 12:40:24,AppleStore,NJ,142.79,1
244,4796663554984726,2026-02-19 12:40:44,AppleStore,NJ,231.98,1
245,4820226941458803,2026-02-19 14:00:24,Target,HI,726.83,0
246,4939005737196452,2026-02-18 06:42:24,HomeDepot,WV,929.93,0
247,4896720957948833,2026-02-15 12:32:24,Walgreens,MI,560.98,0
248,4070748878291836,2026-02-22 15:12:24,Uber,VA,328.14,0
249,4027472541466198,2026-02-09 06:48:24,BestBuy,WY,128.27,1
250,4027472541466198,2026-02-09 06:48:44,BestBuy,WY,94.45,1
251,4027472541466198,2026-02-09 06:49:04,BestBuy,WY,96.23,1
252,4027472541466198,2026-02-09 06:49:24,BestBuy,WY,132.68,1
253,4027472541466198,2026-02-09 06:49:44,BestBuy,WY,168.85,1
254,4753915639685433,2026-02-16 02:20:24,AppleStore,MA,452.23,0
255,4582874839782361,2026-02-25 09:59:24,HomeDepot,UT,375.88,0
256,4582874839782361,2026-02-25 09:59:54,HomeDepot,AL,375.88,1
257,4520146069164797,2026-02-28 02:32:24,CVS,OK,786.56,0
258,4972389463834915,2026-02-09 23:27:24,Exxon,UT,640.10,0
259,4083034076578073,2026-02-12 22:02:24,Lowes,FL,466.45,0
260,4888881809074849,2026-02-09 12:00:24,Costco,WY,703.01,0
261,4622895052678926,2026-02-21 13:09:24,AppleStore,NJ,273.32,0
262,4027472541466198,2026-02-15 23:41:24,Nike,WY,283.11,0
263,4757037651258631,2026-02-08 00:49:24,Walgreens,OK,584.74,0
264,4889842915301915,2026-02-10 07:41:24,Target,KY,824.35,0
265,4167649878421419,2026-02-03 00:17:24,HomeDepot,NV,757.42,0
266,4675510730020276,2026-02-12 11:15:24,McDonalds,WI,298.51,0
267,4007182248979660,2026-02-21 10:31:24,Lyft,IL,909.64,0
268,4230549394464647,2026-02-07 23:02:24,Walmart,TN,999.16,0
269,4679956296358214,2026-02-01 08:39:24,Lyft,HI,15.21,0
270,4457318484311471,2026-02-20 02:04:24,Exxon,KY,627.18,0
271,4858802356473473,2026-02-02 04:37:24,Nike,ND,789.14,0
272,4579449137944851,2026-01-31 01:27:24,BestBuy,DE,177.21,0
273,4076431199611511,2026-02-16 02:35:24,Walgreens,WV,804.16,0
274,4222428356840622,2026-02-06 16:52:24,Costco,PA,507.08,0
275,4440701466480674,2026-02-03 03:56:24,McDonalds,WY,496.40,0
276,4602489610420136,2026-02-22 23:22:24,Exxon,UT,773.63,0
277,4249112847955053,2026-02-28 11:22:24,Starbucks,MN,589.99,0
278,4987041091571823,2026-02-13 17:00:24,Shell,CT,998.19,0
279,4467697411230127,2026-02-22 06:57:24,eBay,SD,69.08,0
280,4888319891816273,2026-02-24 17:49:24,Macy's,VT,166.63,0
281,4140857733328157,2026-02-13 13:41:24,Lyft,WY,369.89,0
282,4467697411230127,2026-02-13 23:14:24,Target,SD,389.16,0
283,4814674334094009,2026-02-21 04:40:24,Lowes,KS,906.71,0
284,4297281117685170,2026-02-21 13:49:24,CVS,HI,567.51,0
285,4582823272692007,2026-02-10 00:51:24,Kroger,NH,606.48,0
286,4820226941458803,2026-02-14 17:29:24,CVS,HI,450.47,0
287,4279596693946075,2026-02-19 08:19:24,Starbucks,MS,756.14,0
288,4138090169698742,2026-02-22 03:48:24,Amazon,NV,807.66,0
289,4558365300268992,2026-02-23 05:47:24,Uber,NC,603.95,0
290,4450164274808859,2026-02-20 22:32:24,Macy's,UT,399.08,0
291,4663105079780494,2026-02-26 02:27:24,Lowes,TX,813.25,0
292,4135240466459968,2026-01-30 19:35:24,Lowes,ID,228.93,0
293,4167649878421419,2026-01-30 19:33:24,Costco,NV,6.20,0
294,4208631535287867,2026-02-13 07:35:24,AppleStore,NV,356.55,0
295,4035982644997824,2026-03-01 12:35:24,BestBuy,HI,902.45,0
296,4457318484311471,2026-02-08 03:50:24,Lowes,KY,248.31,0
297,4749055879948260,2026-02-06 21:28:24,BestBuy,OK,907.01,0
298,4339926607818649,2026-02-20 10:10:24,McDonalds,MS,364.15,0
299,4578815559503490,2026-02-12 17:43:24,Kroger,RI,346.32,0
300,4138090169698742,2026-02-23 10:13:24,eBay,NV,715.15,0
301,4007636447176676,2026-02-09 20:20:24,Lowes,AZ,530.68,0
302,4248261703993188,2026-02-08 20:47:24,Amazon,WY,967.36,0
303,4757144470793297,2026-02-13 18:33:24,Walmart,KS,879.29,0
304,4308227327165978,2026-02-13 08:51:24,McDonalds,SC,386.02,0
305,4685570300835485,2026-02-22 02:30:24,BestBuy,WA,780.17,0
306,4518754433390343,2026-02-22 17:57:24,eBay,OR,502.30,0
307,4572282281380621,2026-02-06 18:17:24,Starbucks,TX,104.47,0
308,4939005737196452,2026-02-23 21:49:24,Costco,WV,533.43,0
309,4681685223507285,2026-02-02 11:28:24,Macy's,HI,636.45,0
310,4951578782091982,2026-02-24 16:00:24,BestBuy,UT,466.73,0
311,4935356560424983,2026-02-09 13:30:24,eBay,FL,745.49,0
312,4326107420136705,2026-02-03 07:31:24,Macy's,VT,284.33,0
313,4978438825564626,2026-02-18 16:27:24,McDonalds,AZ,419.66,0
314,4840612704005585,2026-02-20 18:35:24,Starbucks,PA,399.17,0
315,4840612704005585,2026-02-04 16:31:24,Lyft,PA,4.49,0
316,4840612704005585,2026-02-04 16:31:54,Lyft,PA,4.74,0
317,4840612704005585,2026-02-04 16:32:24,Lyft,PA,2155.77,1
318,4955574963834828,2026-02-03 18:49:24,Lowes,ID,286.46,0
319,4749055879948260,2026-02-08 07:41:24,CVS,OK,617.37,0
320,4223672029856745,2026-02-18 11:11:24,Nike,NM,517.14,0
321,4082209510731325,2026-02-13 00:16:24,Amazon,WA,4.74,0
322,4082209510731325,2026-02-13 00:16:54,Amazon,WA,2.16,0
323,4082209510731325,2026-02-13 00:17:24,Amazon,WA,2209.79,1
324,4805184076126166,2026-02-05 23:32:24,Exxon,AR,428.24,0
325,4685570300835485,2026-02-28 09:33:24,Nike,WA,237.30,0
326,4269742774070194,2026-02-19 01:01:24,HomeDepot,VA,352.35,0
327,4978162831950364,2026-02-07 20:14:24,CVS,WI,2.67,0
328,4978162831950364,2026-02-07 20:14:54,CVS,WI,4.62,0
329,4978162831950364,2026-02-07 20:15:24,CVS,WI,2700.91,1
330,4753915639685433,2026-02-04 07:44:24,Amazon,MA,85.92,1
331,4753915639685433,2026-02-04 07:44:44,Amazon,MA,83.03,1
332,4753915639685433,2026-02-04 07:45:04,Amazon,MA,322.94,1
333,4753915639685433,2026-02-04 07:45:24,Amazon,MA,172.42,1
334,4753915639685433,2026-02-04 07:45:44,Amazon,MA,296.70,1
335,4317986489092837,2026-02-09 08:12:24,Lowes,OR,855.56,0
336,4987041091571823,2026-02-03 00:42:24,Target,CT,137.02,0
337,4108266400954279,2026-02-02 10:24:24,Walgreens,MT,554.12,0
338,4628346611692946,2026-02-01 14:02:24,Target,WY,607.57,0
339,4826020968290429,2026-02-12 02:56:24,Kroger,OR,561.13,0
340,4602489610420136,2026-02-23 02:19:24,Uber,UT,771.25,0
341,4600034290529191,2026-02-14 05:29:24,Walmart,LA,153.77,0
342,4479334604170778,2026-02-27 16:39:24,Nike,RI,338.40,0
343,4820226941458803,2026-02-16 18:10:24,Macy's,HI,404.92,0
344,4049798507524995,2026-02-18 12:43:24,BestBuy,WV,146.13,0
345,4789627414749970,2026-02-17 09:50:24,Amazon,NC,80.39,0
346,4630686480578581,2026-02-27 11:31:24,Macy's,NH,827.17,0
347,4663105079780494,2026-02-14 14:15:24,Macy's,TX,878.90,0
348,4985705314369710,2026-02-17 16:53:24,Macy's,RI,17.80,0
349,4249970750745149,2026-02-14 15:43:24,Walmart,WV,921.17,0
350,4428586252505462,2026-02-07 02:29:24,Kroger,IN,719.19,0
351,4179874175027620,2026-02-19 14:31:24,HomeDepot,VT,253.85,0
352,4039793152205280,2026-02-21 17:02:24,Uber,MI,37.57,0
353,4181098739161900,2026-02-06 04:39:24,Uber,SD,921.86,0
354,4861567165722935,2026-02-22 22:06:24,Starbucks,TX,894.98,0
355,4244458702403666,2026-02-12 07:15:24,Walmart,NC,5.25,0
356,4458189493827089,2026-02-26 16:20:24,Walgreens,CO,399.56,0
357,4985705314369710,2026-02-20 19:44:24,Shell,RI,333.67,0
358,4947666549401246,2026-02-13 17:52:24,Exxon,MT,529.93,0
359,4249970750745149,2026-01-31 03:57:24,Uber,WV,856.36,0
360,4326107420136705,2026-02-22 00:01:24,Lyft,VT,4.22,0
361,4326107420136705,2026-02-22 00:01:54,Lyft,VT,4.30,0
362,4326107420136705,2026-02-22 00:02:24,Lyft,VT,1.24,0
363,4326107420136705,2026-02-22 00:02:54,Lyft,VT,2775.23,1
364,4858802356473473,2026-02-10 11:15:24,Amazon,ND,162.30,0
365,4858802356473473,2026-02-10 11:15:54,Amazon,MA,162.30,1
366,4440701466480674,2026-02-15 22:56:24,HomeDepot,WY,458.88,0
367,4857691578445707,2026-02-27 03:24:24,Walmart,UT,397.44,0
368,4857691578445707,2026-02-27 03:24:54,Walmart,CT,397.44,1
369,4813873612477251,2026-02-07 23:55:24,Target,DE,343.59,0
370,4544254054327111,2026-02-19 20:48:24,Shell,FL,710.87,0
371,4757725834228060,2026-02-04 22:11:24,Walgreens,NY,963.29,0
372,4140857733328157,2026-02-01 23:12:24,Kroger,WY,7.76,0
373,4630686480578581,2026-02-21 00:04:24,Target,NH,885.14,0
374,4002015703144658,2026-02-21 00:42:24,CVS,AR,117.10,0
375,4695490739185204,2026-02-28 03:12:24,Walmart,OR,584.41,0
376,4088343750478143,2026-01-31 09:20:24,Exxon,DE,200.68,0
377,4892619300974271,2026-01-31 13:32:24,Walmart,AL,576.82,0
378,4445207364395831,2026-02-19 13:58:24,HomeDepot,WA,313.50,1
379,4445207364395831,2026-02-19 13:58:44,HomeDepot,WA,281.40,1
380,4445207364395831,2026-02-19 13:59:04,HomeDepot,WA,271.79,1
381,4445207364395831,2026-02-19 13:59:24,HomeDepot,WA,232.77,1
382,4445207364395831,2026-02-19 13:59:44,HomeDepot,WA,315.44,1
383,4179874175027620,2026-02-19 01:30:24,CVS,VT,523.38,0
384,4985305572561972,2026-02-18 05:20:24,Kroger,SD,67.27,0
385,4628346611692946,2026-02-08 00:11:24,Macy's,WY,281.24,0
386,4182489880819909,2026-02-07 14:37:24,AppleStore,NC,902.79,0
