transaction_id,card_number,timestamp,merchant,location,amount,is_potential_fraud
29,4958314806258436,2026-02-03 05:22:10,Walmart,CA,681.04,0
30,4767085507432659,2026-01-18 17:17:10,BestBuy,NJ,1819.38,1
31,4562288197671682,2026-02-03 09:47:10,Target,TX,1922.90,1
32,4175666332635982,2026-01-29 05:47:10,Target,TX,1271.65,0
33,4852104220859516,2026-01-31 06:49:10,BestBuy,FL,1306.39,0
34,4897991282289038,2026-02-10 11:34:10,Target,FL,1433.07,0
35,4236203982425834,2026-02-04 14:02:10,Amazon,CA,880.71,0
36,4119383427373123,2026-01-24 05:42:10,Walmart,CA,1202.48,0
37,4309570847374892,2026-02-11 22:24:10,Amazon,TX,1086.42,0
38,4416495617231742,2026-02-11 11:03:10,Amazon,TX,193.73,0
39,4935236161638589,2026-01-18 16:23:10,BestBuy,CA,1916.38,1
40,4877451242275243,2026-01-15 20:25:10,Walmart,FL,645.92,0
41,4458845789002779,2026-01-29 23:35:10,Amazon,NJ,83.86,0
42,4596729140232396,2026-02-08 19:57:10,Amazon,CA,46.05,0
43,4411364832961192,2026-01-26 21:31:10,GasStation,NJ,1509.36,0
44,4792954659900350,2026-01-22 07:46:10,Target,NJ,201.65,0
45,4530389762297129,2026-02-02 12:52:10,BestBuy,NY,527.43,0
46,4568631257929269,2026-01-31 06:47:10,BestBuy,FL,1455.98,0
47,4476804998178817,2026-01-31 21:11:10,GasStation,CA,867.47,0
48,4988061987367258,2026-02-11 15:04:10,GasStation,NJ,1926.14,1
49,4650497598445519,2026-01-23 05:33:10,BestBuy,FL,1947.90,1
50,4650497598445519,2026-01-23 05:33:40,BestBuy,FL,1580.88,1
51,4650497598445519,2026-01-23 05:34:10,BestBuy,FL,1937.06,1
52,4650497598445519,2026-01-23 05:34:40,BestBuy,FL,1848.51,1
53,4650497598445519,2026-01-23 05:35:10,BestBuy,FL,1626.75,1
49,4650497598445519,2026-01-23 05:33:10,BestBuy,FL,880.12,0
50,4696814799142249,2026-01-25 18:22:10,Amazon,TX,951.21,0
51,4199125144896502,2026-01-31 07:41:10,GasStation,FL,594.32,0
52,4050289378704382,2026-01-16 11:06:10,GasStation,CA,869.74,0
53,4402755433114108,2026-02-09 07:59:10,Amazon,CA,1253.13,0
54,4617933486254982,2026-02-12 02:48:10,Amazon,TX,321.34,0
55,4699776610455235,2026-02-02 23:54:10,Target,CA,710.59,0
56,4075338438609003,2026-01-21 15:56:10,Amazon,TX,39.91,0
57,4941832273425610,2026-01-21 04:09:10,GasStation,NY,1723.93,1
58,4956176068678472,2026-01-27 09:35:10,Walmart,CA,138.37,0
59,4281277047510316,2026-02-13 05:14:10,GasStation,NY,1020.66,0
60,4001343152770970,2026-02-10 11:04:10,Walmart,NJ,1356.41,0
61,4054894745202715,2026-01-26 22:12:10,Target,NY,1332.69,0
62,4008772698849900,2026-01-28 12:46:10,GasStation,FL,1247.47,0
63,4553361750866912,2026-02-02 08:50:10,Amazon,NJ,397.24,0
64,4455664851080542,2026-01-23 19:17:10,GasStation,TX,1802.46,1
65,4036769676285260,2026-01-30 02:01:10,Amazon,NY,1701.96,1
66,4079208472110346,2026-01-27 05:26:10,BestBuy,CA,617.41,0
67,4335242467276580,2026-01-25 12:53:10,BestBuy,NJ,353.40,0
68,4252709859397297,2026-02-09 00:15:10,BestBuy,NJ,183.16,0
69,4048840954693698,2026-02-05 13:23:10,BestBuy,NY,1678.18,0
70,4349024358167279,2026-02-02 04:26:10,Amazon,NJ,1218.59,0
71,4560153822290064,2026-02-03 07:10:10,Target,FL,1178.46,0
72,4147920277910623,2026-01-17 10:43:10,Amazon,FL,1935.76,1
73,4438030821797582,2026-01-19 00:09:10,BestBuy,NJ,1019.78,0
74,4567520179863624,2026-01-22 04:48:10,Target,CA,744.13,0
75,4014665484802763,2026-02-08 19:48:10,Walmart,TX,167.60,0
76,4403221002039291,2026-01-20 07:10:10,GasStation,NJ,368.78,0
77,4157307932718595,2026-01-17 08:47:10,BestBuy,FL,550.81,0
78,4023333001364463,2026-02-13 10:32:10,Target,TX,843.67,0
79,4116959617161502,2026-02-08 22:11:10,Walmart,NJ,970.33,0
80,4764739369428613,2026-01-17 20:24:10,Target,NY,1119.65,0
81,4539919055696826,2026-02-10 15:46:10,BestBuy,TX,1351.72,0
82,4645245360383489,2026-01-31 00:18:10,Amazon,TX,1725.80,1
83,4909528348407465,2026-01-23 02:38:10,Amazon,FL,472.25,0
84,4164905314840439,2026-01-20 16:24:10,Walmart,CA,850.97,0
85,4280833886260475,2026-02-01 17:28:10,BestBuy,TX,793.76,0
86,4754766987776300,2026-01-15 13:09:10,GasStation,FL,1705.53,1
87,4628396452154917,2026-02-04 05:44:10,BestBuy,NJ,1230.06,0
88,4456817698976432,2026-01-25 16:58:10,Amazon,NJ,1979.98,1
89,4075362035575892,2026-02-08 11:07:10,Walmart,NY,1858.36,1
90,4464916490465390,2026-01-20 09:41:10,BestBuy,CA,1228.01,0
91,4926492523792655,2026-02-03 23:36:10,Walmart,FL,1695.91,0
92,4594219422888329,2026-01-24 23:34:10,Amazon,TX,1548.41,0
93,4434088242044249,2026-01-27 10:35:10,GasStation,FL,524.73,0
94,4946210299414282,2026-01-31 23:19:10,GasStation,NY,922.52,0
95,4277282541329248,2026-01-18 12:16:10,Target,FL,16.48,0
96,4288881915714192,2026-02-03 10:30:10,GasStation,TX,1112.34,0
97,4728340607923923,2026-01-17 13:28:10,Amazon,CA,1119.63,0
98,4423280759660887,2026-02-12 01:46:10,Amazon,NJ,1981.06,1
99,4610967401654696,2026-01-25 19:16:10,Amazon,CA,284.96,0
100,4540102974604882,2026-01-23 07:37:10,BestBuy,TX,223.28,0
101,4280145528837680,2026-02-11 09:24:10,BestBuy,FL,140.94,0
102,4438049252653532,2026-01-28 21:13:10,BestBuy,NJ,1584.00,0
103,4574783270861626,2026-02-05 02:05:10,Amazon,CA,391.75,0
104,4847941862656384,2026-02-10 21:02:10,Amazon,NY,278.32,0
105,4069446382274605,2026-01-27 12:14:10,Target,NY,1457.25,0
106,4435358212401536,2026-02-09 01:59:10,Walmart,FL,1894.80,1
107,4337206779319859,2026-01-26 11:14:10,GasStation,NJ,1911.23,1
108,4030446586112868,2026-02-08 01:10:10,GasStation,NY,168.54,0
109,4429309570159695,2026-01-24 15:26:10,Amazon,NY,1072.23,0
110,4364924133520312,2026-02-10 06:21:10,Target,TX,1376.44,0
111,4839757427738278,2026-02-02 03:26:10,Target,FL,1412.95,0
112,4581291165753420,2026-01-28 03:23:10,GasStation,NJ,483.41,0
113,4492577170894247,2026-01-19 14:19:10,Amazon,NJ,1370.59,0
114,4723046110533481,2026-01-24 16:08:10,Target,CA,533.66,0
115,4246834444769116,2026-02-11 16:34:10,BestBuy,FL,723.72,0
116,4471880671933756,2026-02-08 06:16:10,BestBuy,TX,472.75,0
117,4462234981985747,2026-01-20 16:17:10,BestBuy,NJ,369.26,0
118,4205448198733705,2026-02-12 04:25:10,Amazon,TX,1834.91,1
119,4851474858939334,2026-01-15 10:09:10,BestBuy,NY,488.02,0
120,4343168983716618,2026-01-18 00:44:10,BestBuy,CA,353.20,0
121,4339568211388577,2026-02-11 16:00:10,Target,CA,1862.53,1
122,4038832455246704,2026-02-01 07:27:10,BestBuy,TX,1270.95,0
123,4301552504984960,2026-01-21 19:59:10,Amazon,CA,228.53,0
124,4597364338531646,2026-01-25 09:22:10,BestBuy,NY,1852.53,1
125,4161507772548527,2026-01-19 09:05:10,Walmart,FL,1184.44,0
126,4686179451303551,2026-01-15 10:51:10,Target,FL,1915.04,1
127,4045853067160481,2026-01-20 17:52:10,Amazon,FL,1257.04,0
128,4016690589364809,2026-01-23 15:33:10,Target,NY,1532.53,0
129,4189596205963874,2026-02-09 12:26:10,Amazon,NJ,842.38,0
130,4265689266927696,2026-02-11 23:01:10,GasStation,NJ,937.07,0
131,4832386639485867,2026-02-04 23:32:10,BestBuy,NY,1481.40,0
132,4061873230310089,2026-01-31 02:02:10,Walmart,NY,902.50,0
133,4741510230558853,2026-02-06 03:16:10,GasStation,FL,523.78,0
134,4924763536798513,2026-01-23 12:38:10,BestBuy,NY,1832.48,1
135,4782587193645821,2026-02-06 15:02:10,BestBuy,NJ,351.81,0
136,4871599557751140,2026-01-23 19:46:10,GasStation,NJ,705.39,0
137,4361482918358808,2026-02-08 09:55:10,Target,TX,464.70,0
138,4010973859123063,2026-02-01 01:12:10,BestBuy,TX,1319.50,0
139,4515675024007784,2026-02-06 10:49:10,Target,TX,1056.83,0
140,4458555493745150,2026-01-31 12:00:10,GasStation,NJ,1977.47,1
141,4953309558894928,2026-02-11 09:14:10,Walmart,NY,208.69,0
142,4077048626943040,2026-01-28 14:59:10,GasStation,FL,483.85,0
143,4399023999529798,2026-01-25 21:45:10,BestBuy,NJ,1343.28,0
144,4518590055947555,2026-02-06 19:14:10,Target,CA,230.78,0
145,4029562864273328,2026-01-24 07:17:10,Walmart,FL,1298.41,0
146,4145174450312539,2026-01-26 23:24:10,Walmart,NJ,1537.14,0
147,4785108726971514,2026-02-09 12:38:10,Target,FL,928.29,0
148,4306046028311885,2026-01-24 05:26:10,Target,TX,1904.74,1
149,4306046028311885,2026-01-24 05:26:40,Target,TX,1976.34,1
150,4306046028311885,2026-01-24 05:27:10,Target,TX,1631.69,1
151,4306046028311885,2026-01-24 05:27:40,Target,TX,1574.38,1
152,4306046028311885,2026-01-24 05:28:10,Target,TX,1613.59,1
148,4306046028311885,2026-01-24 05:26:10,Target,TX,913.60,0
149,4640799044512680,2026-01-21 00:42:10,GasStation,FL,849.48,0
150,4533041074031545,2026-02-10 21:44:10,GasStation,CA,1907.93,1
151,4123568959754215,2026-01-23 15:35:10,Target,TX,1787.31,1
152,4733868994156944,2026-01-21 16:42:10,Walmart,TX,42.82,0
153,4492900701905626,2026-01-27 19:10:10,Amazon,NY,420.29,0
154,4179140330102152,2026-01-16 13:08:10,GasStation,NJ,1000.34,0
155,4784332288979077,2026-02-03 10:00:10,GasStation,FL,1329.90,0
156,4845014113295835,2026-01-19 15:46:10,Target,TX,119.13,0
157,4667701427906229,2026-01-16 21:21:10,GasStation,NY,1271.83,0
158,4091697894849693,2026-01-21 06:43:10,GasStation,CA,1944.87,1
159,4417494877247224,2026-02-05 12:35:10,Target,CA,1338.74,0
160,4478358441197255,2026-01-20 01:49:10,GasStation,FL,424.83,0
161,4591075728213371,2026-01-23 03:47:10,Target,NY,920.98,0
162,4827373912664916,2026-02-13 02:16:10,BestBuy,TX,360.77,0
163,4558801689663064,2026-01-18 11:16:10,BestBuy,NY,149.20,0
164,4362570707095000,2026-01-16 04:28:10,GasStation,FL,628.53,0
165,4576079593646683,2026-01-16 10:13:10,Amazon,TX,858.90,0
166,4979545713548630,2026-02-06 21:59:10,Walmart,NY,1596.90,0
167,4519434593806725,2026-01-21 11:51:10,Target,CA,120.01,0
168,4575404688611115,2026-01-22 20:26:10,Target,TX,1251.37,0
169,4925764221347521,2026-01-20 04:37:10,Walmart,TX,1782.69,1
170,4758556968662942,2026-01-28 08:46:10,GasStation,FL,1020.28,0
171,4593618737150189,2026-01-31 19:05:10,BestBuy,NJ,1727.08,1
172,4820105936369362,2026-01-29 06:53:10,BestBuy,CA,1690.23,0
173,4560704326064164,2026-02-01 16:10:10,GasStation,TX,1039.84,0
174,4297642616314896,2026-01-16 12:23:10,GasStation,NY,1527.08,0
175,4270493628741308,2026-02-12 20:53:10,Target,CA,1011.41,0
176,4498650372136640,2026-02-03 03:01:10,GasStation,CA,1438.71,0
177,4620950517785683,2026-01-20 18:12:10,Walmart,FL,1387.74,0
178,4087329032690629,2026-02-01 07:10:10,BestBuy,NY,599.72,0
179,4812794204857668,2026-02-06 06:09:10,Target,NY,1535.70,0
180,4513103446020086,2026-01-26 16:07:10,Target,TX,211.13,0
181,4501395836339028,2026-01-27 21:33:10,Amazon,TX,197.53,0
182,4787348740442596,2026-02-13 03:38:10,Amazon,CA,1788.88,1
183,4248637351715832,2026-01-23 08:15:10,Amazon,CA,1322.17,0
184,4739164251591791,2026-01-27 13:31:10,Walmart,CA,604.54,0
185,4807931985183825,2026-02-11 04:32:10,Target,FL,533.63,0
186,4494077920143343,2026-01-16 08:02:10,Amazon,NJ,61.20,0
187,4828785924676508,2026-01-15 06:29:10,Walmart,NJ,1817.07,1
188,4428356194505559,2026-02-01 21:04:10,Walmart,NJ,1428.93,0
189,4067111659142089,2026-01-30 20:13:10,Amazon,NJ,589.45,0
190,4975270034246646,2026-01-27 00:33:10,Walmart,NJ,692.55,0
191,4167080150460721,2026-01-17 00:03:10,BestBuy,TX,14.36,0
192,4037226619600498,2026-02-12 11:59:10,Amazon,CA,1706.78,1
193,4622805741481404,2026-01-17 08:04:10,BestBuy,FL,87.46,0
194,4372616973033031,2026-01-31 17:01:10,Walmart,TX,1455.31,0
195,4708823605200826,2026-01-23 17:14:10,Amazon,FL,813.45,0
196,4236332294393274,2026-01-29 00:05:10,GasStation,NJ,773.97,0
197,4838651284153871,2026-01-23 05:08:10,GasStation,NJ,765.76,0
198,4944740109118409,2026-02-13 10:55:10,Amazon,TX,1948.67,1
199,4478951519182479,2026-01-20 12:47:10,Walmart,CA,63.76,0
200,4904845181483823,2026-02-06 00:40:10,Amazon,CA,751.68,0
201,4464652590202134,2026-02-13 08:27:10,Amazon,FL,1163.04,0
202,4935043445073967,2026-01-17 16:38:10,Walmart,CA,1790.17,1
203,4632584465240910,2026-01-26 20:05:10,BestBuy,NJ,202.19,0
204,4507575464939665,2026-02-12 11:07:10,Target,NJ,139.92,0
205,4180476468493235,2026-02-13 11:41:10,GasStation,FL,1591.47,0
206,4035018388554812,2026-02-03 04:31:10,Walmart,NY,1846.87,1
207,4564490089943650,2026-01-31 13:17:10,BestBuy,FL,862.84,0
208,4322454954729576,2026-02-04 19:49:10,GasStation,TX,334.27,0
209,4897749669410829,2026-01-20 05:49:10,BestBuy,NY,1590.03,0
210,4936772163083815,2026-02-07 10:34:10,BestBuy,NY,898.55,0
211,4896083871680112,2026-01-18 12:06:10,Walmart,TX,1243.26,0
212,4933565504447478,2026-02-08 00:09:10,BestBuy,CA,803.93,0
213,4280623610958525,2026-02-07 11:27:10,GasStation,NY,1734.79,1
214,4280623610958525,2026-02-07 11:27:40,GasStation,NY,1540.87,1
215,4280623610958525,2026-02-07 11:28:10,GasStation,NY,1966.84,1
216,4280623610958525,2026-02-07 11:28:40,GasStation,NY,1646.16,1
217,4280623610958525,2026-02-07 11:29:10,GasStation,NY,1799.57,1
213,4280623610958525,2026-02-07 11:27:10,GasStation,NY,1999.68,1
214,4126875366910570,2026-01-23 14:52:10,BestBuy,NJ,1186.76,0
215,4432747908847756,2026-01-21 16:36:10,Target,TX,460.42,0
216,4097272686532101,2026-01-28 23:49:10,Target,CA,335.82,0
217,4536983843094670,2026-02-09 12:32:10,Walmart,CA,46.52,0
218,4929042839292190,2026-02-06 03:19:10,Target,NY,1606.50,0
219,4060141625725836,2026-02-12 13:13:10,Walmart,TX,1307.36,0
220,4925065700173369,2026-01-27 21:13:10,GasStation,NY,974.28,0
221,4339240623990834,2026-02-11 15:28:10,Walmart,FL,1218.91,0
222,4472912102101471,2026-01-25 19:28:10,Amazon,TX,1391.46,0
223,4838605995855239,2026-01-23 17:18:10,Target,CA,1388.42,0
224,4365799023678323,2026-01-31 03:38:10,Target,NJ,1847.92,1
225,4961618156431392,2026-02-07 21:08:10,BestBuy,NY,102.25,0
226,4885744758463603,2026-01-23 22:14:10,Amazon,NY,1830.61,1
227,4179638310144902,2026-02-09 08:17:10,Target,NJ,1708.14,1
228,4164984140593583,2026-02-09 16:14:10,GasStation,NY,1419.11,0
229,4113364537648393,2026-01-28 06:23:10,Amazon,CA,104.20,0
230,4071557101510580,2026-02-10 12:35:10,BestBuy,NJ,1215.51,0
231,4586396490821711,2026-01-14 22:54:10,Target,CA,695.09,0
232,4709826226888520,2026-01-25 09:39:10,Walmart,NJ,995.47,0
233,4903168855353655,2026-01-25 06:48:10,BestBuy,FL,215.54,0
234,4902959867501816,2026-01-28 11:03:10,Walmart,CA,812.94,0
235,4429087360935847,2026-01-19 03:46:10,GasStation,FL,1946.74,1
236,4445932481780087,2026-02-07 23:38:10,Target,NJ,982.81,0
237,4113020107425442,2026-01-18 02:17:10,GasStation,NJ,572.14,0
238,4892665857745885,2026-01-27 14:15:10,GasStation,TX,51.31,0
239,4342765537155907,2026-02-11 11:01:10,Target,FL,1500.12,0
240,4714611417520495,2026-01-26 21:17:10,BestBuy,TX,1133.27,0
241,4892849921573870,2026-02-12 15:21:10,BestBuy,TX,1886.51,1
242,4222632434395881,2026-01-22 12:55:10,GasStation,NY,1358.65,0
243,4023115266789501,2026-01-31 12:45:10,Walmart,CA,592.45,0
244,4002317849740122,2026-01-25 09:37:10,Amazon,NY,1533.40,0
245,4225346985314240,2026-02-04 10:08:10,Walmart,FL,427.86,0
246,4970189715815973,2026-01-24 10:56:10,BestBuy,CA,775.78,0
247,4462331576727496,2026-01-19 21:26:10,Walmart,FL,1313.38,0
248,4300087102558258,2026-01-20 04:00:10,GasStation,NJ,619.25,0
249,4077810453259121,2026-01-24 20:00:10,Target,FL,1326.93,0
250,4012370341472475,2026-02-05 12:22:10,Walmart,FL,1120.59,0
251,4701888740228153,2026-01-27 14:59:10,Target,NJ,1625.81,0
252,4947119774379872,2026-01-15 07:55:10,BestBuy,TX,384.69,0
253,4132673803636326,2026-02-02 02:46:10,Amazon,FL,1813.52,1
254,4385635065662060,2026-02-05 00:28:10,Amazon,FL,1005.38,0
255,4389010245387798,2026-02-12 10:53:10,Target,TX,733.51,0
256,4022975654502022,2026-02-05 18:30:10,GasStation,NJ,554.33,0
257,4691674640166879,2026-01-21 15:49:10,Target,NJ,1624.64,0
258,4755038351678761,2026-01-29 19:08:10,BestBuy,NY,316.28,0
259,4606885439827591,2026-01-17 14:56:10,BestBuy,TX,1014.96,0
260,4179178219341175,2026-01-29 08:23:10,Amazon,FL,1662.32,0
261,4117477809856799,2026-01-14 20:41:10,Amazon,NY,1542.23,0
262,4234483229998330,2026-02-03 01:32:10,Target,TX,857.67,0
263,4043591826953088,2026-02-05 03:36:10,Amazon,FL,193.89,0
264,4213617588385850,2026-01-20 10:42:10,Target,FL,707.00,0
265,4613423167705884,2026-01-18 15:27:10,Amazon,FL,166.77,0
266,4681080742378657,2026-01-20 00:53:10,BestBuy,NY,755.87,0
267,4900378797251963,2026-02-08 06:08:10,Target,FL,1229.85,0
268,4718289281251049,2026-01-22 19:22:10,BestBuy,NY,1719.12,1
269,4365125157342987,2026-02-04 05:11:10,BestBuy,FL,120.66,0
270,4047891510481916,2026-01-28 03:36:10,BestBuy,CA,1855.53,1
271,4486176411831963,2026-01-20 01:37:10,Amazon,NY,957.97,0
272,4629062900387062,2026-02-09 21:14:10,Target,TX,1762.60,1
273,4960692011573090,2026-01-21 10:09:10,GasStation,NJ,1717.82,1
274,4659741494917225,2026-01-19 00:05:10,BestBuy,NY,1950.95,1
275,4062261657186511,2026-01-24 10:04:10,BestBuy,TX,623.15,0
276,4409911909665611,2026-01-21 05:49:10,BestBuy,NJ,473.75,0
277,4468768317878098,2026-02-06 08:58:10,GasStation,NJ,408.69,0
278,4818753910125103,2026-02-05 21:52:10,Target,TX,159.68,0
279,4689922771839594,2026-01-25 20:00:10,Target,FL,1415.96,0
280,4176044859556501,2026-01-29 16:30:10,GasStation,FL,445.52,0
281,4750477767556113,2026-02-07 03:57:10,BestBuy,NY,205.74,0
282,4845233314996881,2026-01-29 20:54:10,BestBuy,NJ,1418.65,0
283,4986309137140721,2026-02-13 14:21:10,Amazon,CA,1552.05,0
284,4141483422207872,2026-01-27 09:54:10,Amazon,NJ,1015.31,0
285,4193315770620017,2026-02-03 01:32:10,Amazon,FL,1856.85,1
286,4114207755041967,2026-02-13 02:14:10,BestBuy,NJ,1930.41,1
287,4341668929392079,2026-01-30 03:07:10,GasStation,NY,1374.58,0
288,4035775738201728,2026-01-20 12:48:10,BestBuy,NJ,999.30,0
289,4528403217264399,2026-02-10 18:59:10,Amazon,NJ,121.19,0
290,4410038743477989,2026-01-18 05:41:10,BestBuy,NJ,706.79,0
291,4217708443262101,2026-01-23 23:18:10,Target,NY,1961.74,1
292,4318787924156398,2026-02-10 12:16:10,Amazon,NJ,1781.73,1
293,4189178357295652,2026-02-12 14:11:10,Amazon,NY,1872.96,1
294,4189178357295652,2026-02-12 14:11:40,Amazon,NY,1964.72,1
295,4189178357295652,2026-02-12 14:12:10,Amazon,NY,1748.11,1
296,4189178357295652,2026-02-12 14:12:40,Amazon,NY,1649.25,1
297,4189178357295652,2026-02-12 14:13:10,Amazon,NY,1800.63,1
293,4189178357295652,2026-02-12 14:11:10,Amazon,NY,1581.92,0
294,4303597759256906,2026-02-11 01:14:10,Walmart,NJ,1525.37,0
295,4742468269992873,2026-02-03 23:07:10,Amazon,TX,1396.90,0
296,4880896776899373,2026-01-14 22:22:10,Amazon,NY,1444.18,0
297,4360876305481603,2026-01-21 09:12:10,GasStation,NY,1107.55,0
298,4069893654629720,2026-02-08 23:38:10,Target,NY,839.85,0
299,4438582588995734,2026-01-16 03:42:10,Walmart,NY,821.00,0
300,4714516689798320,2026-02-05 09:27:10,Amazon,FL,1500.22,0
301,4405779716653325,2026-02-11 12:08:10,Amazon,TX,1465.38,0
302,4707625658640703,2026-01-26 22:47:10,BestBuy,TX,714.24,0
303,4126630386367396,2026-02-04 14:48:10,GasStation,FL,1405.64,0
304,4833312811768659,2026-02-10 15:19:10,Amazon,NY,1915.70,1
305,4781712374084962,2026-01-21 08:53:10,BestBuy,TX,1569.67,0
306,4520899453100495,2026-01-20 08:31:10,Walmart,NJ,218.02,0
307,4928740190156847,2026-01-21 06:38:10,Target,TX,91.64,0
308,4540720490777497,2026-02-09 21:38:11,Target,CA,1023.21,0
309,4350920735199284,2026-01-29 03:18:11,GasStation,CA,1724.66,1
310,4445364374582654,2026-01-24 15:50:11,Target,NJ,365.67,0
311,4673999186380689,2026-01-16 00:20:11,BestBuy,CA,756.18,0
312,4409034682877534,2026-02-07 05:42:11,BestBuy,TX,1595.38,0
313,4686067207509545,2026-01-20 04:08:11,Walmart,FL,707.21,0
314,4217008833956312,2026-02-02 07:57:11,Amazon,NY,1626.49,0
315,4989502282081195,2026-02-01 07:10:11,Target,TX,269.79,0
316,4448711186578823,2026-01-20 18:17:11,Amazon,TX,1259.59,0
317,4401221778697090,2026-02-03 17:11:11,BestBuy,CA,564.78,0
318,4089489661328734,2026-01-25 09:47:11,GasStation,NY,1712.53,1
319,4340074891551152,2026-02-08 06:50:11,Amazon,CA,1543.27,0
320,4144231498190126,2026-01-18 18:03:11,GasStation,CA,196.69,0
321,4180870340306324,2026-01-16 13:04:11,Target,NY,1634.42,0
322,4411779722286686,2026-02-03 10:22:11,GasStation,FL,202.11,0
323,4316137770477026,2026-02-11 18:40:11,GasStation,FL,930.61,0
324,4279355259802982,2026-02-03 02:02:11,Amazon,FL,1181.43,0
325,4655692527721840,2026-02-11 23:22:11,BestBuy,TX,1964.77,1
326,4655692527721840,2026-02-11 23:22:41,BestBuy,TX,1545.24,1
327,4655692527721840,2026-02-11 23:23:11,BestBuy,TX,1630.79,1
328,4655692527721840,2026-02-11 23:23:41,BestBuy,TX,1558.40,1
329,4655692527721840,2026-02-11 23:24:11,BestBuy,TX,1732.97,1
325,4655692527721840,2026-02-11 23:22:11,BestBuy,TX,1915.81,1
326,4446895963177078,2026-01-29 07:04:11,Walmart,CA,1110.41,0
327,4376382752647692,2026-01-20 23:51:11,Amazon,FL,1805.90,1
328,4905386402190709,2026-02-12 16:21:11,GasStation,CA,1749.24,1
329,4970120686694435,2026-01-27 15:10:11,BestBuy,TX,454.48,0
330,4638661205530001,2026-02-05 16:52:11,BestBuy,TX,1630.03,0
331,4120801039863020,2026-01-31 20:06:11,Target,CA,1549.17,0
332,4569688257129218,2026-01-19 09:17:11,Target,TX,882.75,0
333,4822208430586797,2026-02-04 04:36:11,Walmart,NY,875.66,0
334,4754562810207473,2026-02-01 10:36:11,Walmart,CA,179.04,0
335,4947812776463872,2026-01-18 23:24:11,GasStation,FL,686.98,0
336,4728424488172225,2026-01-23 08:25:11,BestBuy,TX,1506.06,0
337,4133997888919191,2026-01-30 18:14:11,BestBuy,NJ,1888.25,1
338,4698541985848443,2026-01-29 20:07:11,BestBuy,NY,40.94,0
339,4789361168781502,2026-01-16 11:43:11,Amazon,NJ,360.85,0
340,4444404464743203,2026-01-20 02:55:11,Walmart,CA,1205.70,0
341,4030186457227702,2026-01-23 15:55:11,GasStation,NJ,1604.20,0
342,4422729808589302,2026-02-07 10:40:11,Target,NJ,330.55,0
343,4592348096773763,2026-01-26 06:45:11,Amazon,FL,1960.11,1
344,4265575402273600,2026-01-17 08:52:11,Target,NY,573.14,0
345,4457434836053033,2026-02-07 07:10:11,BestBuy,NJ,1114.13,0
346,4045079371075151,2026-01-26 09:15:11,Target,FL,466.18,0
347,4862638859584729,2026-02-12 17:20:11,Target,CA,449.36,0
348,4304579926750605,2026-01-18 08:38:11,GasStation,CA,904.24,0
349,4336139095099403,2026-01-31 17:13:11,Walmart,NJ,1318.75,0
350,4095634474008179,2026-01-26 20:40:11,Walmart,CA,1674.51,0
351,4405952301828442,2026-01-18 01:34:11,Target,NJ,1715.16,1
352,4577617988322158,2026-01-15 03:45:11,GasStation,CA,1804.91,1
353,4368969292147326,2026-01-27 20:35:11,Amazon,FL,1033.23,0
354,4216473123666780,2026-02-09 05:34:11,Walmart,CA,1895.35,1
355,4223249518077073,2026-02-09 08:35:11,BestBuy,NJ,34.90,0
