transaction_id,card_number,timestamp,merchant,location,amount,is_fraud
71,4854954160626461,2026-01-28 15:20:45,Walmart,NJ,1424.65,0
72,4894528612605497,2026-01-16 11:45:45,Walmart,NJ,1270.37,0
73,4878362430675448,2026-01-22 22:33:45,Amazon,TX,1241.99,0
74,4366437849099561,2026-01-15 09:46:45,GasStation,NJ,508.18,0
75,4209939185002456,2026-01-22 00:17:45,GasStation,NJ,90.7,0
76,4319237188380503,2026-02-04 15:25:45,BestBuy,NY,305.78,0
77,4034377922870639,2026-01-31 15:59:45,Amazon,NJ,778.39,0
78,4081097597112895,2026-02-03 02:38:45,Target,NY,556.11,0
79,4735877290486864,2026-01-25 21:45:45,GasStation,FL,91.53,0
80,4514170723476349,2026-02-06 13:49:45,BestBuy,FL,231.38,0
81,4304352040062829,2026-02-06 11:16:45,Walmart,FL,942.02,0
82,4209552897127780,2026-01-17 22:49:45,BestBuy,CA,239.23,0
83,4141405357466974,2026-01-16 14:21:45,Walmart,FL,1860.33,1
84,4723599616725787,2026-01-14 23:42:45,Target,TX,1610.72,1
85,4865981021448212,2026-01-25 09:24:45,Amazon,TX,681.09,0
86,4252565691252821,2026-01-31 14:21:45,Walmart,NJ,1929.87,1
87,4758852848286373,2026-01-08 10:54:45,BestBuy,NY,1350.72,0
88,4330821004129370,2026-01-09 17:19:45,Walmart,NY,869.44,0
89,4215973857291599,2026-01-14 12:59:45,Amazon,NJ,32.9,0
90,4635154381116200,2026-01-27 04:31:45,Amazon,TX,370.25,0
91,4509241086225250,2026-01-30 06:46:45,GasStation,TX,24.64,0
92,4719170321150033,2026-01-15 17:49:45,Amazon,CA,546.83,0
93,4543311885400388,2026-01-25 08:41:45,Walmart,NY,1219.61,0
94,4557636269918589,2026-01-10 23:31:45,Target,FL,1744.17,1
95,4315530819255646,2026-02-02 22:58:45,GasStation,CA,845.53,0
96,4378132430490197,2026-01-22 05:18:45,Amazon,CA,644.09,0
97,4098264594868535,2026-02-01 07:14:45,Walmart,NJ,281.24,0
98,4181632942913891,2026-02-01 19:48:45,GasStation,NJ,511.81,0
99,4246009202340711,2026-01-12 05:50:45,BestBuy,CA,1857.11,1
100,4058841116909659,2026-01-25 21:11:45,BestBuy,NJ,1153.98,0
101,4162166610114215,2026-01-30 21:37:45,Walmart,NY,923.58,0
102,4140724265345460,2026-01-30 11:13:45,Amazon,NY,120.15,0
103,4393922821744966,2026-01-12 12:47:45,BestBuy,TX,1155.98,0
104,4469769512162675,2026-01-31 17:44:45,Target,FL,1008.66,0
105,4232669228142754,2026-01-12 23:55:45,BestBuy,TX,358.91,0
106,4549721151436112,2026-01-26 05:08:45,GasStation,FL,641.14,0
107,4349596169604443,2026-02-03 14:47:45,BestBuy,TX,671.16,0
108,4147626781759036,2026-01-29 18:02:45,Target,NY,1640.28,1
109,4478026799735522,2026-01-10 02:55:45,GasStation,TX,1279.58,0
110,4719627036674424,2026-01-20 03:58:45,Target,CA,740.26,0
111,4731110954111733,2026-02-06 08:42:45,Walmart,CA,435.91,0
112,4659340283425034,2026-01-12 10:41:45,GasStation,TX,280.31,0
113,4726688814004887,2026-01-30 08:23:45,Walmart,FL,981.93,0
114,4140907223839136,2026-01-27 15:29:45,Walmart,TX,1160.67,0
115,4727327475965139,2026-02-02 02:37:45,BestBuy,TX,400.24,0
116,4529332874155440,2026-01-13 19:09:45,Walmart,TX,554.17,0
117,4699147188944286,2026-01-17 23:13:45,BestBuy,CA,1249.3,0
118,4996190229793645,2026-01-13 22:33:45,BestBuy,CA,498.64,0
119,4825141550875280,2026-01-21 20:26:45,BestBuy,FL,1329.34,0
120,4254799137910124,2026-01-09 23:13:45,Walmart,NY,1491.95,0
121,4671107976979774,2026-01-18 11:49:45,Amazon,FL,337.69,0
122,4322370514762721,2026-02-03 07:17:45,Walmart,NY,1186.77,0
123,4678305821704940,2026-01-16 22:06:45,BestBuy,NJ,30.01,0
124,4404913062560507,2026-01-19 00:28:45,Amazon,TX,667.64,0
125,4703472030532425,2026-01-30 23:17:45,Amazon,TX,709.24,0
126,4825523414414683,2026-01-11 16:21:45,BestBuy,NJ,1776.94,1
127,4499189330473473,2026-01-24 09:04:45,Amazon,TX,1741.5,1
128,4204306981246911,2026-01-14 04:39:45,Amazon,NY,1914.81,1
129,4267545005911679,2026-01-18 02:26:45,Target,FL,1604.15,1
130,4421215423507673,2026-01-26 01:03:45,GasStation,TX,404.98,0
131,4973170059652251,2026-01-16 00:34:45,BestBuy,TX,1872.62,1
132,4705068602831814,2026-02-04 06:34:45,Walmart,CA,1326.39,0
133,4924955709885437,2026-01-24 12:55:45,Amazon,FL,1777.39,1
134,4535702411319222,2026-01-09 15:56:45,GasStation,FL,185.64,0
135,4797989735626832,2026-01-24 06:07:45,BestBuy,FL,1607.53,1
136,4855104752593729,2026-01-17 08:42:45,GasStation,TX,1422.89,0
137,4441919049667950,2026-01-27 12:07:45,Amazon,NY,479.84,0
138,4565038717273775,2026-01-17 08:19:45,GasStation,NJ,1771.22,1
139,4811761659659017,2026-02-01 12:03:45,Walmart,TX,923.94,0
140,4596087769439837,2026-01-16 00:47:45,Target,NJ,1493.75,0
141,4687088842748746,2026-01-24 17:36:45,Walmart,NJ,1921.9,1
142,4201028859447131,2026-01-29 10:23:45,GasStation,NJ,718.78,0
143,4802203346202020,2026-01-08 12:38:45,Amazon,TX,122.21,0
144,4865277190153703,2026-01-26 09:56:45,Target,NJ,1858.41,1
145,4101030394756816,2026-01-15 04:13:45,BestBuy,CA,878.13,0
146,4443873363055850,2026-01-21 06:36:45,BestBuy,TX,1221.05,0
147,4479225252753588,2026-02-01 16:21:45,Walmart,FL,385.45,0
148,4748118456665378,2026-02-02 19:22:45,BestBuy,NY,656.24,0
149,4762408026923003,2026-01-09 04:56:45,BestBuy,TX,851.67,0
150,4426799621792323,2026-02-06 13:54:45,GasStation,FL,1422.97,0
151,4470788334963761,2026-01-12 19:29:45,GasStation,NJ,1851.09,1
152,4420353805574742,2026-02-01 04:39:45,Amazon,NY,933.78,0
153,4799801623996759,2026-02-06 18:35:45,Target,FL,1455.58,0
154,4870308862709611,2026-01-30 17:15:45,BestBuy,FL,338.95,0
155,4279858235229892,2026-01-19 02:06:45,GasStation,TX,1053.24,0
156,4239011938862086,2026-01-23 01:50:45,Amazon,NJ,1111.91,0
157,4406493782850091,2026-01-24 21:08:45,Walmart,NY,516.56,0
158,4302171698632514,2026-01-16 09:54:45,Target,TX,1655.46,1
159,4864622593601257,2026-02-03 08:59:45,Target,FL,1833.37,1
160,4872514430682057,2026-01-19 11:53:45,Target,NY,28.17,0
161,4165828445999213,2026-01-27 22:14:45,Target,CA,241.77,0
162,4660096805088853,2026-01-15 20:39:45,GasStation,FL,729.53,0
163,4305563535809547,2026-01-26 21:19:45,GasStation,TX,1492.09,0
164,4604572283592562,2026-01-25 08:37:45,GasStation,TX,968.46,0
165,4053437971196218,2026-01-12 19:21:45,Target,NY,28.3,0
166,4620091363361112,2026-02-02 11:12:45,Walmart,TX,22.99,0
167,4066530225732409,2026-01-18 21:02:45,Walmart,NJ,1099.5,0
168,4479736960235149,2026-01-17 14:17:45,BestBuy,NJ,1525.98,1
169,4975741504616581,2026-01-09 12:15:45,Walmart,FL,1507.63,1
170,4844807726975307,2026-02-06 15:24:45,GasStation,FL,491.72,0
171,4792049082485528,2026-01-08 19:53:45,Target,NY,1881.41,1
172,4277489662715201,2026-02-01 10:57:45,Amazon,NY,398.02,0
173,4266988581068483,2026-02-07 05:43:45,Target,TX,987.52,0
174,4249388559759723,2026-02-02 06:44:45,Walmart,NY,974.18,0
175,4793531608540125,2026-01-12 19:45:45,Walmart,TX,1119.55,0
176,4075545304564847,2026-01-09 01:14:45,Target,TX,35.39,0
177,4294480800373619,2026-01-31 15:52:45,Amazon,TX,39.22,0
178,4561113154207894,2026-01-22 07:10:45,Amazon,TX,1829.51,1
179,4230956370555510,2026-01-17 20:25:45,BestBuy,NJ,1056.79,0
180,4482432511457158,2026-02-05 11:52:45,Walmart,FL,390.79,0
181,4417555823184188,2026-01-20 21:50:45,Walmart,TX,1590.21,1
182,4674021017889586,2026-01-09 01:01:45,GasStation,NY,888.23,0
183,4096550153622969,2026-02-07 00:08:45,Walmart,NY,388.78,0
184,4247085698598817,2026-01-16 00:20:45,Walmart,NJ,953.0,0
185,4573937131404168,2026-02-05 08:48:45,GasStation,FL,1155.15,0
186,4138024786562254,2026-01-26 16:37:45,BestBuy,NY,416.22,0
187,4039889232011536,2026-01-12 01:47:45,Amazon,CA,1580.1,1
188,4573717898947823,2026-01-20 21:41:45,Walmart,TX,1347.0,0
189,4899990800793042,2026-02-05 02:19:45,Target,TX,1921.61,1
190,4188084719407572,2026-01-30 09:49:45,BestBuy,NJ,247.81,0
191,4660973010506591,2026-02-04 05:43:45,GasStation,NJ,781.38,0
192,4940080148885387,2026-01-18 07:36:45,Walmart,TX,1470.05,0
193,4061515614900790,2026-01-27 03:14:45,GasStation,NJ,273.41,0
194,4923930136551899,2026-01-13 01:36:45,Target,TX,1594.36,1
195,4444853794875637,2026-01-30 06:18:45,Amazon,NY,1698.97,1
196,4814675335798492,2026-01-26 15:24:45,GasStation,NY,399.93,0
197,4520524104431558,2026-02-01 20:11:45,Target,FL,110.97,0
198,4052590656212776,2026-01-27 06:55:45,BestBuy,TX,248.93,0
199,4058376910336041,2026-01-17 18:39:45,GasStation,TX,1421.34,0
200,4343775626473291,2026-01-09 17:46:45,BestBuy,FL,1067.08,0
201,4292028621743296,2026-01-09 02:01:45,GasStation,NJ,1343.8,0
202,4259522455668806,2026-02-04 04:20:45,Target,NY,1985.53,1
203,4300908614718362,2026-01-29 17:34:45,BestBuy,NY,1729.6,1
204,4704264036801237,2026-01-21 08:19:45,GasStation,NY,1341.23,0
205,4963478243003422,2026-02-03 12:39:45,Target,TX,1430.9,0
206,4081140431159370,2026-01-12 19:30:45,Walmart,CA,1829.09,1
207,4855394634290594,2026-01-19 15:10:45,Amazon,TX,1588.63,1
208,4437328612753452,2026-01-17 12:38:45,Target,FL,1052.97,0
209,4827926083449352,2026-01-10 19:26:45,Amazon,TX,1313.24,0
210,4710729754741377,2026-01-23 07:55:45,Target,FL,1398.95,0
211,4866864276497273,2026-02-04 04:44:45,Walmart,NY,1806.5,1
212,4156699480747006,2026-01-26 11:55:45,Amazon,NY,1468.69,0
213,4999344495799183,2026-01-11 18:30:45,GasStation,CA,75.7,0
214,4626515950792883,2026-01-15 11:25:45,GasStation,TX,702.64,0
215,4760111317162336,2026-01-13 09:23:45,Walmart,FL,1673.85,1
216,4701134065606926,2026-01-08 11:10:45,Amazon,TX,1572.23,1
217,4773224015990375,2026-01-08 23:04:45,BestBuy,CA,1687.33,1
218,4227506172997049,2026-01-29 09:59:45,Amazon,NJ,1295.54,0
219,4058659485622200,2026-01-26 21:45:45,GasStation,FL,1998.5,1
220,4133790116985856,2026-02-02 13:59:45,GasStation,NY,1496.91,0
221,4315541562794458,2026-02-05 22:54:45,Target,NJ,105.92,0
222,4788831615308337,2026-02-03 00:27:45,Walmart,TX,1510.94,1
223,4979544347125575,2026-01-26 12:40:45,Walmart,NJ,355.61,0
224,4212429042883675,2026-01-20 20:24:45,Target,CA,1835.86,1
225,4915592466066189,2026-01-25 05:14:45,GasStation,FL,456.15,0
226,4289856593197865,2026-01-13 15:42:45,BestBuy,TX,289.8,0
227,4433580903891787,2026-02-02 05:10:45,Target,CA,557.24,0
228,4717380496467140,2026-01-22 22:57:45,Walmart,NY,12.37,0
229,4539649350223673,2026-01-27 00:35:45,Walmart,CA,111.9,0
230,4858279872800262,2026-01-18 22:37:45,Target,CA,1701.85,1
231,4673673926734634,2026-01-26 04:53:45,Walmart,CA,1021.34,0
232,4654070880709194,2026-01-30 02:57:45,Target,FL,1102.97,0
233,4648916049753909,2026-01-19 23:36:45,GasStation,NJ,1947.28,1
234,4341722968026863,2026-01-23 04:46:45,GasStation,NY,359.09,0
235,4103782193797281,2026-01-22 15:17:45,Amazon,FL,1504.31,1
236,4090742268151203,2026-01-23 07:06:45,GasStation,FL,657.52,0
237,4182138441178672,2026-01-12 16:37:45,BestBuy,FL,1262.75,0
238,4541633935667143,2026-01-18 15:25:45,Walmart,NY,1108.45,0
239,4822156442558598,2026-02-05 00:35:45,Target,CA,1012.61,0
240,4668710389368208,2026-01-17 16:14:45,Amazon,NY,144.03,0
241,4095242226616161,2026-01-17 08:34:45,Walmart,NY,736.03,0
242,4896369075700422,2026-01-12 16:08:45,BestBuy,NY,1575.31,1
243,4942597430328841,2026-02-04 20:02:45,Amazon,TX,918.74,0
244,4472950080231112,2026-01-18 02:16:45,GasStation,NJ,432.3,0
245,4851591942247247,2026-01-24 20:06:45,Target,NJ,825.45,0
246,4401554350106799,2026-01-17 02:15:45,Target,NJ,589.09,0
247,4969265896500364,2026-01-12 14:46:45,BestBuy,TX,1472.84,0
248,4487651120378263,2026-01-09 13:27:45,GasStation,NY,1560.21,1
249,4080383421091907,2026-01-17 10:47:45,Target,TX,402.63,0
250,4623657646933240,2026-02-01 23:18:45,Walmart,NY,219.49,0
251,4830932525736519,2026-01-09 02:18:45,Walmart,NJ,69.22,0
252,4719224356857331,2026-01-08 22:47:45,Walmart,NJ,1075.73,0
253,4190143135915774,2026-01-31 00:49:45,BestBuy,TX,761.48,0
254,4161378935192263,2026-02-06 21:35:45,Amazon,NY,350.27,0
255,4180773237823422,2026-01-15 09:37:45,BestBuy,TX,1527.93,1
256,4854505316858532,2026-01-10 20:12:45,Target,TX,416.44,0
257,4821541019352105,2026-02-01 02:43:45,Walmart,FL,890.62,0
258,4500122444678773,2026-01-22 22:46:45,Target,NY,1143.93,0
259,4293558003680766,2026-01-24 04:40:45,Target,CA,1091.87,0
260,4062918704938445,2026-02-03 14:02:45,Walmart,CA,581.89,0
261,4540328870147714,2026-01-25 02:43:45,Target,CA,1782.19,1
262,4095458112730179,2026-01-16 05:51:45,Amazon,NJ,1798.08,1
263,4133387355455837,2026-01-15 00:06:45,BestBuy,FL,104.39,0
264,4948328427234267,2026-02-02 10:10:45,Target,CA,142.02,0
265,4358170479753156,2026-01-20 08:49:45,Target,CA,1251.66,0
266,4716994788363775,2026-01-24 10:37:45,Amazon,CA,213.58,0
267,4696414806757138,2026-01-13 19:30:45,GasStation,CA,1081.1,0
268,4331274390044911,2026-01-14 18:17:45,Amazon,CA,351.44,0
269,4386785238843511,2026-01-22 18:13:45,Amazon,CA,1151.84,0
270,4636230965463782,2026-01-18 04:24:45,Target,NY,1929.5,1
271,4563045698931317,2026-01-28 02:11:45,Walmart,TX,1993.76,1
272,4289233463416313,2026-02-05 03:16:45,Walmart,TX,651.38,0
273,4898909131406509,2026-01-29 18:33:45,BestBuy,NY,1869.08,1
274,4499352324874890,2026-01-20 05:27:45,Target,TX,481.13,0
275,4216084507705967,2026-01-12 04:00:45,GasStation,TX,1345.72,0
276,4917260438667828,2026-01-31 14:42:45,BestBuy,NJ,1434.65,0
277,4117188536863169,2026-01-21 15:28:45,GasStation,CA,1651.67,1
278,4584119760655543,2026-01-31 21:18:45,GasStation,CA,354.93,0
279,4322756233402778,2026-02-04 03:33:45,GasStation,CA,1762.06,1
280,4481557654741341,2026-02-02 02:12:45,Walmart,CA,1982.25,1
281,4367738583860151,2026-01-08 22:09:45,GasStation,TX,1709.14,1
282,4291315890407954,2026-01-27 13:40:45,Amazon,FL,627.67,0
283,4051364159051604,2026-01-09 12:53:45,GasStation,NY,178.75,0
284,4833762466046246,2026-01-29 12:10:45,BestBuy,TX,664.97,0
285,4616571336799141,2026-01-16 02:15:45,Walmart,TX,1444.07,0
286,4904953618984241,2026-01-11 20:46:45,Target,CA,96.19,0
287,4043856832012689,2026-01-10 15:52:45,Amazon,NJ,1727.95,1
288,4115473316181347,2026-02-02 20:41:45,Amazon,NY,1610.88,1
289,4511656561410067,2026-02-03 22:56:45,Amazon,NJ,1792.28,1
290,4907727335398810,2026-01-15 16:42:45,BestBuy,CA,1898.45,1
291,4824424788614482,2026-01-25 11:15:45,Walmart,NY,1717.18,1
292,4314078902177815,2026-01-29 04:26:45,GasStation,FL,278.98,0
293,4647619460817346,2026-01-31 02:08:45,BestBuy,TX,37.15,0
294,4042014898971235,2026-01-26 19:53:45,GasStation,FL,266.28,0
295,4856472060532683,2026-01-09 16:37:45,Walmart,FL,646.33,0
296,4207505847182515,2026-01-24 09:53:45,Target,CA,853.19,0
297,4979983416238026,2026-01-18 08:22:45,Amazon,FL,1925.71,1
298,4241999896228086,2026-01-18 03:35:45,Target,FL,492.77,0
299,4815322004162944,2026-02-02 04:10:45,Target,NY,451.64,0
300,4654129208015215,2026-01-12 23:00:45,BestBuy,CA,877.32,0
301,4876783306748357,2026-01-15 22:51:45,Walmart,TX,259.34,0
302,4955934570700519,2026-01-17 20:56:45,Target,NJ,1634.05,1
303,4805611553365592,2026-01-20 07:46:45,Target,NY,1719.35,1
304,4213741757875199,2026-01-13 18:21:45,BestBuy,NJ,1482.73,0
305,4802030856940773,2026-02-03 19:01:45,BestBuy,CA,1752.95,1
306,4952839858679637,2026-01-16 23:10:45,Amazon,TX,1958.89,1
307,4588666132228883,2026-01-16 03:37:45,Walmart,CA,530.86,0
308,4316972644445930,2026-01-28 08:30:45,Amazon,FL,1227.86,0
309,4782011992662940,2026-01-27 15:20:45,BestBuy,NJ,15.87,0
310,4735545741945783,2026-01-24 03:51:45,Target,TX,945.1,0
311,4498767937567657,2026-01-27 21:08:45,GasStation,FL,329.16,0
312,4896579908511818,2026-01-24 08:41:45,Target,TX,1824.88,1
313,4675211692051820,2026-01-13 04:27:45,BestBuy,FL,1396.06,0
314,4229296268320120,2026-01-26 02:14:45,Target,NJ,756.14,0
315,4705048171231886,2026-02-02 08:12:45,GasStation,TX,1391.87,0
316,4739183110739949,2026-01-14 04:51:45,Amazon,FL,1537.24,1
317,4522647053969613,2026-01-24 14:29:45,BestBuy,NY,639.19,0
318,4596437306744351,2026-01-23 18:35:45,Amazon,CA,628.14,0
319,4139036799095957,2026-01-26 03:12:45,GasStation,TX,1258.45,0
320,4166699730936838,2026-01-09 14:43:45,BestBuy,CA,167.7,0
321,4429771077273268,2026-01-31 23:49:45,Target,NJ,1364.77,0
322,4254103542096229,2026-01-19 12:48:45,Amazon,CA,1581.63,1
323,4562357198488422,2026-02-06 01:00:45,Amazon,CA,197.42,0
324,4791319248241132,2026-01-16 12:06:45,Walmart,TX,1368.6,0
325,4165487479621475,2026-02-02 00:30:45,GasStation,TX,918.16,0
326,4401332306654295,2026-01-24 23:58:45,Walmart,NJ,1266.4,0
327,4434694685074363,2026-01-15 03:49:45,GasStation,TX,325.35,0
328,4456490064393643,2026-01-16 10:25:45,Walmart,NJ,353.54,0
329,4959171050767497,2026-01-25 20:45:45,Walmart,CA,1994.37,1
330,4349539040039889,2026-01-18 09:35:45,BestBuy,NJ,1577.07,1
331,4983413736047787,2026-02-03 12:01:45,GasStation,TX,1289.08,0
332,4451175801771479,2026-02-05 18:56:45,GasStation,CA,1360.35,0
333,4443265446262443,2026-02-03 07:07:45,GasStation,NY,1295.01,0
334,4497548862862292,2026-02-05 06:40:45,BestBuy,NY,843.43,0
335,4931835683663128,2026-01-28 20:35:45,Target,TX,83.26,0
336,4209503095660618,2026-01-18 15:57:45,Amazon,NJ,1877.27,1
337,4796762145693129,2026-01-27 14:20:45,Target,NJ,1450.07,0
338,4998026171401951,2026-02-01 07:11:45,GasStation,NY,1833.67,1
339,4956382577443920,2026-01-09 13:38:45,Walmart,NJ,1260.44,0
340,4948696393665135,2026-01-09 06:22:45,BestBuy,NJ,1333.24,0
341,4472748326777156,2026-02-02 09:08:45,Amazon,FL,1358.88,0
342,4671683694638966,2026-01-25 11:02:45,BestBuy,FL,1380.1,0
343,4091080945874434,2026-02-05 11:03:45,Amazon,TX,1778.11,1
344,4692567659220547,2026-01-24 04:26:45,Amazon,NY,687.37,0
345,4379727003683318,2026-01-18 23:20:45,BestBuy,NJ,293.96,0
346,4981470768493859,2026-01-19 21:53:45,BestBuy,TX,985.24,0
347,4943218123614138,2026-02-05 10:11:45,Walmart,TX,1285.37,0
348,4435373863898985,2026-01-23 17:10:45,Target,NJ,227.74,0
349,4579408977356237,2026-01-25 11:27:45,Amazon,FL,1557.23,1
350,4370291879167388,2026-01-14 10:04:45,Target,FL,124.64,0
351,4922539416061498,2026-01-22 13:49:45,Target,FL,1878.82,1
352,4553017047176510,2026-02-04 03:10:45,Walmart,TX,1229.02,0
353,4870382771581304,2026-01-12 02:14:45,Walmart,NJ,1770.71,1
354,4778826856806441,2026-01-11 00:42:45,GasStation,NJ,892.88,0
355,4398933419360466,2026-01-19 00:06:45,Amazon,NJ,145.2,0
356,4118659214009296,2026-01-29 21:21:45,Walmart,CA,1613.43,1
357,4564082974651551,2026-01-29 02:40:45,Target,TX,1050.4,0
358,4027718291639231,2026-01-08 21:07:45,Target,CA,898.83,0
359,4205112809583722,2026-01-11 23:40:45,Walmart,FL,1360.06,0
360,4353056072044573,2026-01-17 21:43:45,GasStation,NY,1055.75,0
361,4202780513980166,2026-01-26 22:33:45,BestBuy,NJ,304.09,0
362,4100645182508366,2026-01-12 03:53:45,Walmart,NJ,641.28,0
363,4590774278885653,2026-01-30 23:54:45,Walmart,FL,1805.74,1
364,4783346033640384,2026-01-21 05:52:45,GasStation,NJ,262.63,0
365,4404258337171152,2026-01-19 21:44:45,BestBuy,CA,1806.96,1
366,4378370160738594,2026-01-30 05:41:45,Target,NY,1651.72,1
367,4246900656291963,2026-01-29 19:56:45,Walmart,FL,1474.79,0
368,4716613249599336,2026-01-10 11:52:45,Amazon,TX,495.45,0
369,4789141199082805,2026-02-04 15:13:45,Target,FL,197.26,0
370,4022366252785154,2026-01-31 15:28:45,BestBuy,FL,170.68,0
371,4471417982700468,2026-01-15 19:10:45,Amazon,FL,565.35,0
372,4697091955795709,2026-01-14 01:13:45,Amazon,TX,416.66,0
373,4508619234965954,2026-02-06 11:18:45,Target,CA,420.92,0
374,4010601748954701,2026-01-10 05:18:45,Walmart,FL,574.38,0
375,4792876889665943,2026-02-01 00:02:45,Target,NJ,961.91,0
376,4721093583785917,2026-02-02 01:31:45,Walmart,TX,1543.41,1
377,4056020117790285,2026-01-15 06:52:45,Target,NJ,295.6,0
378,4604877025093337,2026-01-11 23:51:45,BestBuy,NY,950.31,0
379,4244105624652261,2026-01-18 06:07:45,Amazon,TX,570.38,0
380,4066184445130614,2026-02-06 16:56:45,Walmart,TX,1042.09,0
381,4238192250744284,2026-01-24 10:17:45,BestBuy,FL,1662.3,1
382,4143016192261222,2026-01-30 13:06:45,Walmart,TX,1443.81,0
