transaction_id,card_number,fraud_type,reason
561,4759752182960669,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
574,4232176556371644,repeat_tx,Duplicate amount 73.67 (Repeat 1)
575,4232176556371644,repeat_tx,Duplicate amount 73.67 (Repeat 2)
576,4232176556371644,repeat_tx,Duplicate amount 73.67 (Repeat 3)
616,4872450182259145,test_charge,Probing charge 1 of 1
617,4872450182259145,test_charge,Main hit after probing IDs: [616]
629,4598915055102467,repeat_tx,Duplicate amount 42.6 (Repeat 1)
630,4598915055102467,repeat_tx,Duplicate amount 42.6 (Repeat 2)
631,4598915055102467,repeat_tx,Duplicate amount 42.6 (Repeat 3)
660,4626901131115550,drainer,Burst charge 1 of 6 (Velocity)
661,4626901131115550,drainer,Burst charge 2 of 6 (Velocity)
662,4626901131115550,drainer,Burst charge 3 of 6 (Velocity)
663,4626901131115550,drainer,Burst charge 4 of 6 (Velocity)
664,4626901131115550,drainer,Burst charge 5 of 6 (Velocity)
665,4626901131115550,drainer,Burst charge 6 of 6 (Velocity)
735,4152579410454716,test_charge,Probing charge 1 of 3
736,4152579410454716,test_charge,Probing charge 2 of 3
737,4152579410454716,test_charge,Probing charge 3 of 3
738,4152579410454716,test_charge,Main hit after probing IDs: [735, 736, 737]
770,4260815664679167,drainer,Burst charge 1 of 5 (Velocity)
771,4260815664679167,drainer,Burst charge 2 of 5 (Velocity)
772,4260815664679167,drainer,Burst charge 3 of 5 (Velocity)
773,4260815664679167,drainer,Burst charge 4 of 5 (Velocity)
774,4260815664679167,drainer,Burst charge 5 of 5 (Velocity)
828,4449042178524554,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
844,4200246004766789,drainer,Burst charge 1 of 5 (Velocity)
845,4200246004766789,drainer,Burst charge 2 of 5 (Velocity)
846,4200246004766789,drainer,Burst charge 3 of 5 (Velocity)
847,4200246004766789,drainer,Burst charge 4 of 5 (Velocity)
848,4200246004766789,drainer,Burst charge 5 of 5 (Velocity)
901,4078223950990913,over_limit,Charge 4311.91 significantly exceeds electronics limit
917,4372666705466045,drainer,Burst charge 1 of 8 (Velocity)
918,4372666705466045,drainer,Burst charge 2 of 8 (Velocity)
919,4372666705466045,drainer,Burst charge 3 of 8 (Velocity)
920,4372666705466045,drainer,Burst charge 4 of 8 (Velocity)
921,4372666705466045,drainer,Burst charge 5 of 8 (Velocity)
922,4372666705466045,drainer,Burst charge 6 of 8 (Velocity)
923,4372666705466045,drainer,Burst charge 7 of 8 (Velocity)
924,4372666705466045,drainer,Burst charge 8 of 8 (Velocity)
994,4854306401613516,repeat_tx,Duplicate amount 90.75 (Repeat 1)
995,4854306401613516,repeat_tx,Duplicate amount 90.75 (Repeat 2)
1016,4801086763943733,drainer,Burst charge 1 of 7 (Velocity)
1017,4801086763943733,drainer,Burst charge 2 of 7 (Velocity)
1018,4801086763943733,drainer,Burst charge 3 of 7 (Velocity)
1019,4801086763943733,drainer,Burst charge 4 of 7 (Velocity)
1020,4801086763943733,drainer,Burst charge 5 of 7 (Velocity)
1021,4801086763943733,drainer,Burst charge 6 of 7 (Velocity)
1022,4801086763943733,drainer,Burst charge 7 of 7 (Velocity)
1090,4303459687634600,over_limit,Charge 374.93 significantly exceeds gas limit
1103,4526268472475943,test_charge,Probing charge 1 of 2
1104,4526268472475943,test_charge,Probing charge 2 of 2
1105,4526268472475943,test_charge,Main hit after probing IDs: [1103, 1104]
1136,4479326623762398,repeat_tx,Duplicate amount 35.95 (Repeat 1)
1137,4479326623762398,repeat_tx,Duplicate amount 35.95 (Repeat 2)
1138,4479326623762398,repeat_tx,Duplicate amount 35.95 (Repeat 3)
1188,4744609607299070,location_jump,Jump to TN shortly after ID:1187
1191,4694220158541029,drainer,Burst charge 1 of 4 (Velocity)
1192,4694220158541029,drainer,Burst charge 2 of 4 (Velocity)
1193,4694220158541029,drainer,Burst charge 3 of 4 (Velocity)
1194,4694220158541029,drainer,Burst charge 4 of 4 (Velocity)
1226,4871254756433487,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
1237,4758746719706998,location_jump,Jump to AK shortly after ID:1236
1248,4201218643922214,test_charge,Probing charge 1 of 3
1249,4201218643922214,test_charge,Probing charge 2 of 3
1250,4201218643922214,test_charge,Probing charge 3 of 3
1251,4201218643922214,test_charge,Main hit after probing IDs: [1248, 1249, 1250]
1295,4045876133578864,drainer,Burst charge 1 of 5 (Velocity)
1296,4045876133578864,drainer,Burst charge 2 of 5 (Velocity)
1297,4045876133578864,drainer,Burst charge 3 of 5 (Velocity)
1298,4045876133578864,drainer,Burst charge 4 of 5 (Velocity)
1299,4045876133578864,drainer,Burst charge 5 of 5 (Velocity)
1346,4092095406314898,midnight_surge,Anomalous night activity at 3 AM (Tx 1)
1347,4092095406314898,midnight_surge,Anomalous night activity at 3 AM (Tx 2)
1348,4092095406314898,midnight_surge,Anomalous night activity at 3 AM (Tx 3)
1383,4854306401613516,drainer,Burst charge 1 of 3 (Velocity)
1384,4854306401613516,drainer,Burst charge 2 of 3 (Velocity)
1385,4854306401613516,drainer,Burst charge 3 of 3 (Velocity)
1417,4428806714669081,repeat_tx,Duplicate amount 95.12 (Repeat 1)
1418,4428806714669081,repeat_tx,Duplicate amount 95.12 (Repeat 2)
1419,4428806714669081,repeat_tx,Duplicate amount 95.12 (Repeat 3)
1446,4809267002525679,over_limit,Charge 4324.19 significantly exceeds electronics limit
1458,4809267002525679,test_charge,Probing charge 1 of 3
1459,4809267002525679,test_charge,Probing charge 2 of 3
1460,4809267002525679,test_charge,Probing charge 3 of 3
1461,4809267002525679,test_charge,Main hit after probing IDs: [1458, 1459, 1460]
1502,4363290223146498,over_limit,Charge 1199.9 significantly exceeds retail limit
1522,4934113114804139,drainer,Burst charge 1 of 5 (Velocity)
1523,4934113114804139,drainer,Burst charge 2 of 5 (Velocity)
1524,4934113114804139,drainer,Burst charge 3 of 5 (Velocity)
1525,4934113114804139,drainer,Burst charge 4 of 5 (Velocity)
1526,4934113114804139,drainer,Burst charge 5 of 5 (Velocity)
1569,4046816582718838,repeat_tx,Duplicate amount 96.99 (Repeat 1)
1570,4046816582718838,repeat_tx,Duplicate amount 96.99 (Repeat 2)
1571,4046816582718838,repeat_tx,Duplicate amount 96.99 (Repeat 3)
1572,4046816582718838,repeat_tx,Duplicate amount 96.99 (Repeat 4)
1619,4708175328295626,over_limit,Charge 4581.56 significantly exceeds electronics limit
1634,4381984512886610,drainer,Burst charge 1 of 5 (Velocity)
1635,4381984512886610,drainer,Burst charge 2 of 5 (Velocity)
1636,4381984512886610,drainer,Burst charge 3 of 5 (Velocity)
1637,4381984512886610,drainer,Burst charge 4 of 5 (Velocity)
1638,4381984512886610,drainer,Burst charge 5 of 5 (Velocity)
1679,4070204724162239,over_limit,Charge 4227.94 significantly exceeds electronics limit
1696,4165776009584651,location_jump,Jump to HI shortly after ID:1695
1706,4488642425896427,test_charge,Probing charge 1 of 2
1707,4488642425896427,test_charge,Probing charge 2 of 2
1708,4488642425896427,test_charge,Main hit after probing IDs: [1706, 1707]
1738,4559102990719908,drainer,Burst charge 1 of 5 (Velocity)
1739,4559102990719908,drainer,Burst charge 2 of 5 (Velocity)
1740,4559102990719908,drainer,Burst charge 3 of 5 (Velocity)
1741,4559102990719908,drainer,Burst charge 4 of 5 (Velocity)
1742,4559102990719908,drainer,Burst charge 5 of 5 (Velocity)
1792,4615352566200091,drainer,Burst charge 1 of 3 (Velocity)
1793,4615352566200091,drainer,Burst charge 2 of 3 (Velocity)
1794,4615352566200091,drainer,Burst charge 3 of 3 (Velocity)
1835,4743932557470983,repeat_tx,Duplicate amount 72.07 (Repeat 1)
1836,4743932557470983,repeat_tx,Duplicate amount 72.07 (Repeat 2)
1837,4743932557470983,repeat_tx,Duplicate amount 72.07 (Repeat 3)
1865,4995923370166515,location_jump,Jump to IA shortly after ID:1864
1869,4712404391843035,drainer,Burst charge 1 of 7 (Velocity)
1870,4712404391843035,drainer,Burst charge 2 of 7 (Velocity)
1871,4712404391843035,drainer,Burst charge 3 of 7 (Velocity)
1872,4712404391843035,drainer,Burst charge 4 of 7 (Velocity)
1873,4712404391843035,drainer,Burst charge 5 of 7 (Velocity)
1874,4712404391843035,drainer,Burst charge 6 of 7 (Velocity)
1875,4712404391843035,drainer,Burst charge 7 of 7 (Velocity)
1951,4387546613070922,location_jump,Jump to OK shortly after ID:1950
1963,4726877331816525,test_charge,Probing charge 1 of 1
1964,4726877331816525,test_charge,Main hit after probing IDs: [1963]
1986,4551785954628811,test_charge,Probing charge 1 of 3
1987,4551785954628811,test_charge,Probing charge 2 of 3
1988,4551785954628811,test_charge,Probing charge 3 of 3
1989,4551785954628811,test_charge,Main hit after probing IDs: [1986, 1987, 1988]
2030,4164321372033485,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
2031,4164321372033485,midnight_surge,Anomalous night activity at 1 AM (Tx 2)
2075,4969766446625493,drainer,Burst charge 1 of 8 (Velocity)
2076,4969766446625493,drainer,Burst charge 2 of 8 (Velocity)
2077,4969766446625493,drainer,Burst charge 3 of 8 (Velocity)
2078,4969766446625493,drainer,Burst charge 4 of 8 (Velocity)
2079,4969766446625493,drainer,Burst charge 5 of 8 (Velocity)
2080,4969766446625493,drainer,Burst charge 6 of 8 (Velocity)
2081,4969766446625493,drainer,Burst charge 7 of 8 (Velocity)
2082,4969766446625493,drainer,Burst charge 8 of 8 (Velocity)
2137,4348327211912871,test_charge,Probing charge 1 of 2
2138,4348327211912871,test_charge,Probing charge 2 of 2
2139,4348327211912871,test_charge,Main hit after probing IDs: [2137, 2138]
2169,4871254756433487,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
2170,4871254756433487,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
2171,4871254756433487,midnight_surge,Anomalous night activity at 2 AM (Tx 3)
2203,4582440042901781,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
2204,4582440042901781,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
2224,4934113114804139,repeat_tx,Duplicate amount 59.45 (Repeat 1)
2225,4934113114804139,repeat_tx,Duplicate amount 59.45 (Repeat 2)
2249,4791406663990544,over_limit,Charge 637.88 significantly exceeds pharmacy limit
2265,4768951935488306,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
2271,4526477790583880,drainer,Burst charge 1 of 6 (Velocity)
2272,4526477790583880,drainer,Burst charge 2 of 6 (Velocity)
2273,4526477790583880,drainer,Burst charge 3 of 6 (Velocity)
2274,4526477790583880,drainer,Burst charge 4 of 6 (Velocity)
2275,4526477790583880,drainer,Burst charge 5 of 6 (Velocity)
2276,4526477790583880,drainer,Burst charge 6 of 6 (Velocity)
2362,4091258564983840,drainer,Burst charge 1 of 7 (Velocity)
2363,4091258564983840,drainer,Burst charge 2 of 7 (Velocity)
2364,4091258564983840,drainer,Burst charge 3 of 7 (Velocity)
2365,4091258564983840,drainer,Burst charge 4 of 7 (Velocity)
2366,4091258564983840,drainer,Burst charge 5 of 7 (Velocity)
2367,4091258564983840,drainer,Burst charge 6 of 7 (Velocity)
2368,4091258564983840,drainer,Burst charge 7 of 7 (Velocity)
2422,4126927142993012,test_charge,Probing charge 1 of 2
2423,4126927142993012,test_charge,Probing charge 2 of 2
2424,4126927142993012,test_charge,Main hit after probing IDs: [2422, 2423]
2447,4936225676528930,drainer,Burst charge 1 of 4 (Velocity)
2448,4936225676528930,drainer,Burst charge 2 of 4 (Velocity)
2449,4936225676528930,drainer,Burst charge 3 of 4 (Velocity)
2450,4936225676528930,drainer,Burst charge 4 of 4 (Velocity)
2490,4994175822454256,test_charge,Probing charge 1 of 2
2491,4994175822454256,test_charge,Probing charge 2 of 2
2492,4994175822454256,test_charge,Main hit after probing IDs: [2490, 2491]
2525,4004538774731877,test_charge,Probing charge 1 of 1
2526,4004538774731877,test_charge,Main hit after probing IDs: [2525]
2547,4345558199214247,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
2548,4345558199214247,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
2573,4908550531115596,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
2602,4927995224661695,repeat_tx,Duplicate amount 41.68 (Repeat 1)
2603,4927995224661695,repeat_tx,Duplicate amount 41.68 (Repeat 2)
2607,4961042310857973,test_charge,Probing charge 1 of 2
2608,4961042310857973,test_charge,Probing charge 2 of 2
2609,4961042310857973,test_charge,Main hit after probing IDs: [2607, 2608]
2644,4263272616734766,drainer,Burst charge 1 of 4 (Velocity)
2645,4263272616734766,drainer,Burst charge 2 of 4 (Velocity)
2646,4263272616734766,drainer,Burst charge 3 of 4 (Velocity)
2647,4263272616734766,drainer,Burst charge 4 of 4 (Velocity)
2686,4015010668005156,drainer,Burst charge 1 of 5 (Velocity)
2687,4015010668005156,drainer,Burst charge 2 of 5 (Velocity)
2688,4015010668005156,drainer,Burst charge 3 of 5 (Velocity)
2689,4015010668005156,drainer,Burst charge 4 of 5 (Velocity)
2690,4015010668005156,drainer,Burst charge 5 of 5 (Velocity)
2736,4410011999411984,drainer,Burst charge 1 of 5 (Velocity)
2737,4410011999411984,drainer,Burst charge 2 of 5 (Velocity)
2738,4410011999411984,drainer,Burst charge 3 of 5 (Velocity)
2739,4410011999411984,drainer,Burst charge 4 of 5 (Velocity)
2740,4410011999411984,drainer,Burst charge 5 of 5 (Velocity)
2808,4687402090185460,test_charge,Probing charge 1 of 3
2809,4687402090185460,test_charge,Probing charge 2 of 3
2810,4687402090185460,test_charge,Probing charge 3 of 3
2811,4687402090185460,test_charge,Main hit after probing IDs: [2808, 2809, 2810]
2852,4557941821218801,over_limit,Charge 246.39 significantly exceeds gas limit
2857,4003284019973114,over_limit,Charge 3532.73 significantly exceeds electronics limit
2865,4539334122568020,location_jump,Jump to NY shortly after ID:2864
2869,4678549816180158,location_jump,Jump to MA shortly after ID:2868
2883,4002647263763682,drainer,Burst charge 1 of 8 (Velocity)
2884,4002647263763682,drainer,Burst charge 2 of 8 (Velocity)
2885,4002647263763682,drainer,Burst charge 3 of 8 (Velocity)
2886,4002647263763682,drainer,Burst charge 4 of 8 (Velocity)
2887,4002647263763682,drainer,Burst charge 5 of 8 (Velocity)
2888,4002647263763682,drainer,Burst charge 6 of 8 (Velocity)
2889,4002647263763682,drainer,Burst charge 7 of 8 (Velocity)
2890,4002647263763682,drainer,Burst charge 8 of 8 (Velocity)
2983,4723498564751010,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
2984,4723498564751010,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
2992,4159429324960997,repeat_tx,Duplicate amount 43.23 (Repeat 1)
2993,4159429324960997,repeat_tx,Duplicate amount 43.23 (Repeat 2)
2994,4159429324960997,repeat_tx,Duplicate amount 43.23 (Repeat 3)
2995,4159429324960997,repeat_tx,Duplicate amount 43.23 (Repeat 4)
3036,4559102990719908,location_jump,Jump to RI shortly after ID:3035
3073,4014665680001669,drainer,Burst charge 1 of 4 (Velocity)
3074,4014665680001669,drainer,Burst charge 2 of 4 (Velocity)
3075,4014665680001669,drainer,Burst charge 3 of 4 (Velocity)
3076,4014665680001669,drainer,Burst charge 4 of 4 (Velocity)
3095,4336378537722055,drainer,Burst charge 1 of 7 (Velocity)
3096,4336378537722055,drainer,Burst charge 2 of 7 (Velocity)
3097,4336378537722055,drainer,Burst charge 3 of 7 (Velocity)
3098,4336378537722055,drainer,Burst charge 4 of 7 (Velocity)
3099,4336378537722055,drainer,Burst charge 5 of 7 (Velocity)
3100,4336378537722055,drainer,Burst charge 6 of 7 (Velocity)
3101,4336378537722055,drainer,Burst charge 7 of 7 (Velocity)
3183,4438180898019842,drainer,Burst charge 1 of 6 (Velocity)
3184,4438180898019842,drainer,Burst charge 2 of 6 (Velocity)
3185,4438180898019842,drainer,Burst charge 3 of 6 (Velocity)
3186,4438180898019842,drainer,Burst charge 4 of 6 (Velocity)
3187,4438180898019842,drainer,Burst charge 5 of 6 (Velocity)
3188,4438180898019842,drainer,Burst charge 6 of 6 (Velocity)
3240,4479326623762398,test_charge,Probing charge 1 of 3
3241,4479326623762398,test_charge,Probing charge 2 of 3
3242,4479326623762398,test_charge,Probing charge 3 of 3
3243,4479326623762398,test_charge,Main hit after probing IDs: [3240, 3241, 3242]
3289,4355965413559319,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
3292,4232176556371644,over_limit,Charge 1053.15 significantly exceeds retail limit
3304,4868100274395891,repeat_tx,Duplicate amount 53.18 (Repeat 1)
3305,4868100274395891,repeat_tx,Duplicate amount 53.18 (Repeat 2)
3328,4110351370228795,over_limit,Charge 575.49 significantly exceeds pharmacy limit
3354,4227947483715731,drainer,Burst charge 1 of 3 (Velocity)
3355,4227947483715731,drainer,Burst charge 2 of 3 (Velocity)
3356,4227947483715731,drainer,Burst charge 3 of 3 (Velocity)
3380,4382762841312405,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
3381,4382762841312405,midnight_surge,Anomalous night activity at 1 AM (Tx 2)
3392,4297056068700263,drainer,Burst charge 1 of 5 (Velocity)
3393,4297056068700263,drainer,Burst charge 2 of 5 (Velocity)
3394,4297056068700263,drainer,Burst charge 3 of 5 (Velocity)
3395,4297056068700263,drainer,Burst charge 4 of 5 (Velocity)
3396,4297056068700263,drainer,Burst charge 5 of 5 (Velocity)
3457,4165776009584651,location_jump,Jump to GA shortly after ID:3456
3462,4919970458055637,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
3463,4919970458055637,midnight_surge,Anomalous night activity at 1 AM (Tx 2)
3485,4539334122568020,drainer,Burst charge 1 of 8 (Velocity)
3486,4539334122568020,drainer,Burst charge 2 of 8 (Velocity)
3487,4539334122568020,drainer,Burst charge 3 of 8 (Velocity)
3488,4539334122568020,drainer,Burst charge 4 of 8 (Velocity)
3489,4539334122568020,drainer,Burst charge 5 of 8 (Velocity)
3490,4539334122568020,drainer,Burst charge 6 of 8 (Velocity)
3491,4539334122568020,drainer,Burst charge 7 of 8 (Velocity)
3492,4539334122568020,drainer,Burst charge 8 of 8 (Velocity)
3580,4935734791520460,location_jump,Jump to AK shortly after ID:3579
3584,4479326623762398,test_charge,Probing charge 1 of 2
3585,4479326623762398,test_charge,Probing charge 2 of 2
3586,4479326623762398,test_charge,Main hit after probing IDs: [3584, 3585]
3637,4172890429280390,drainer,Burst charge 1 of 8 (Velocity)
3638,4172890429280390,drainer,Burst charge 2 of 8 (Velocity)
3639,4172890429280390,drainer,Burst charge 3 of 8 (Velocity)
3640,4172890429280390,drainer,Burst charge 4 of 8 (Velocity)
3641,4172890429280390,drainer,Burst charge 5 of 8 (Velocity)
3642,4172890429280390,drainer,Burst charge 6 of 8 (Velocity)
3643,4172890429280390,drainer,Burst charge 7 of 8 (Velocity)
3644,4172890429280390,drainer,Burst charge 8 of 8 (Velocity)
3708,4504248801138783,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
3727,4064271655927303,midnight_surge,Anomalous night activity at 3 AM (Tx 1)
3740,4303459687634600,location_jump,Jump to FL shortly after ID:3739
3749,4263272616734766,repeat_tx,Duplicate amount 38.51 (Repeat 1)
3750,4263272616734766,repeat_tx,Duplicate amount 38.51 (Repeat 2)
3751,4263272616734766,repeat_tx,Duplicate amount 38.51 (Repeat 3)
3784,4429648863041775,location_jump,Jump to MT shortly after ID:3783
3788,4647370125332841,drainer,Burst charge 1 of 6 (Velocity)
3789,4647370125332841,drainer,Burst charge 2 of 6 (Velocity)
3790,4647370125332841,drainer,Burst charge 3 of 6 (Velocity)
3791,4647370125332841,drainer,Burst charge 4 of 6 (Velocity)
3792,4647370125332841,drainer,Burst charge 5 of 6 (Velocity)
3793,4647370125332841,drainer,Burst charge 6 of 6 (Velocity)
3859,4862198303610924,repeat_tx,Duplicate amount 45.34 (Repeat 1)
3860,4862198303610924,repeat_tx,Duplicate amount 45.34 (Repeat 2)
3871,4225047887565200,location_jump,Jump to WY shortly after ID:3870
3883,4541001446950825,over_limit,Charge 276.75 significantly exceeds food limit
3895,4773764378929883,over_limit,Charge 5052.35 significantly exceeds electronics limit
3914,4154430105356279,over_limit,Charge 263.92 significantly exceeds food limit
3916,4096124219335733,test_charge,Probing charge 1 of 2
3917,4096124219335733,test_charge,Probing charge 2 of 2
3918,4096124219335733,test_charge,Main hit after probing IDs: [3916, 3917]
3950,4583619574509041,repeat_tx,Duplicate amount 41.51 (Repeat 1)
3951,4583619574509041,repeat_tx,Duplicate amount 41.51 (Repeat 2)
4003,4711057257678741,location_jump,Jump to KY shortly after ID:4002
4011,4429648863041775,test_charge,Probing charge 1 of 2
4012,4429648863041775,test_charge,Probing charge 2 of 2
4013,4429648863041775,test_charge,Main hit after probing IDs: [4011, 4012]
4028,4488841599372010,over_limit,Charge 291.05 significantly exceeds gas limit
4032,4670298537603812,drainer,Burst charge 1 of 8 (Velocity)
4033,4670298537603812,drainer,Burst charge 2 of 8 (Velocity)
4034,4670298537603812,drainer,Burst charge 3 of 8 (Velocity)
4035,4670298537603812,drainer,Burst charge 4 of 8 (Velocity)
4036,4670298537603812,drainer,Burst charge 5 of 8 (Velocity)
4037,4670298537603812,drainer,Burst charge 6 of 8 (Velocity)
4038,4670298537603812,drainer,Burst charge 7 of 8 (Velocity)
4039,4670298537603812,drainer,Burst charge 8 of 8 (Velocity)
4149,4115093857496099,location_jump,Jump to CA shortly after ID:4148
4160,4938749649003351,repeat_tx,Duplicate amount 82.37 (Repeat 1)
4161,4938749649003351,repeat_tx,Duplicate amount 82.37 (Repeat 2)
4162,4938749649003351,repeat_tx,Duplicate amount 82.37 (Repeat 3)
4166,4460180162993640,repeat_tx,Duplicate amount 36.78 (Repeat 1)
4167,4460180162993640,repeat_tx,Duplicate amount 36.78 (Repeat 2)
4182,4640556833967154,over_limit,Charge 4344.16 significantly exceeds electronics limit
4192,4164321372033485,drainer,Burst charge 1 of 8 (Velocity)
4193,4164321372033485,drainer,Burst charge 2 of 8 (Velocity)
4194,4164321372033485,drainer,Burst charge 3 of 8 (Velocity)
4195,4164321372033485,drainer,Burst charge 4 of 8 (Velocity)
4196,4164321372033485,drainer,Burst charge 5 of 8 (Velocity)
4197,4164321372033485,drainer,Burst charge 6 of 8 (Velocity)
4198,4164321372033485,drainer,Burst charge 7 of 8 (Velocity)
4199,4164321372033485,drainer,Burst charge 8 of 8 (Velocity)
4279,4139963020815377,test_charge,Probing charge 1 of 3
4280,4139963020815377,test_charge,Probing charge 2 of 3
4281,4139963020815377,test_charge,Probing charge 3 of 3
4282,4139963020815377,test_charge,Main hit after probing IDs: [4279, 4280, 4281]
4330,4680158983935946,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
4343,4992791924889768,repeat_tx,Duplicate amount 49.1 (Repeat 1)
4344,4992791924889768,repeat_tx,Duplicate amount 49.1 (Repeat 2)
4345,4992791924889768,repeat_tx,Duplicate amount 49.1 (Repeat 3)
4346,4992791924889768,repeat_tx,Duplicate amount 49.1 (Repeat 4)
4385,4281523902362140,location_jump,Jump to LA shortly after ID:4384
4397,4201194748794718,location_jump,Jump to OR shortly after ID:4396
4426,4192667541094669,drainer,Burst charge 1 of 6 (Velocity)
4427,4192667541094669,drainer,Burst charge 2 of 6 (Velocity)
4428,4192667541094669,drainer,Burst charge 3 of 6 (Velocity)
4429,4192667541094669,drainer,Burst charge 4 of 6 (Velocity)
4430,4192667541094669,drainer,Burst charge 5 of 6 (Velocity)
4431,4192667541094669,drainer,Burst charge 6 of 6 (Velocity)
4470,4462791954644122,repeat_tx,Duplicate amount 33.42 (Repeat 1)
4471,4462791954644122,repeat_tx,Duplicate amount 33.42 (Repeat 2)
4496,4822069691437231,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
4497,4822069691437231,midnight_surge,Anomalous night activity at 1 AM (Tx 2)
4518,4312045347470243,over_limit,Charge 365.11 significantly exceeds food limit
4527,4779860702861086,location_jump,Jump to AK shortly after ID:4526
4540,4962413648795800,test_charge,Probing charge 1 of 2
4541,4962413648795800,test_charge,Probing charge 2 of 2
4542,4962413648795800,test_charge,Main hit after probing IDs: [4540, 4541]
4568,4419260709492904,test_charge,Probing charge 1 of 1
4569,4419260709492904,test_charge,Main hit after probing IDs: [4568]
4599,4834204617082285,location_jump,Jump to TX shortly after ID:4598
4604,4919970458055637,midnight_surge,Anomalous night activity at 3 AM (Tx 1)
4605,4919970458055637,midnight_surge,Anomalous night activity at 3 AM (Tx 2)
